Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,34/64,27/50,5/12,2/2,-,-
2024,17/21,13/15,2/5,2/1,-,-
2023,9/22,7/18,2/3,0/1,-,-
2022,7/16,6/13,1/3,-,-,-
2021,1/5,1/4,0/1,-,-,-
