Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,68/68,13/21,55/47,-,-,-
2024,21/19,2/2,19/17,-,-,-
2023,23/20,5/7,18/13,-,-,-
2022,18/16,6/7,12/9,-,-,-
2021,0/4,0/4,-,-,-,-
2019,1/3,-,1/3,-,-,-
2018,4/4,0/1,4/3,-,-,-
2017,1/2,-,1/2,-,-,-
