Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,89/67,40/39,44/26,1/1,-,4/1
2023,19/7,4/2,11/4,-,-,4/1
2021,9/11,-,9/11,-,-,-
2020,13/6,-,13/6,-,-,-
2019,3/2,0/1,3/1,-,-,-
2017,0/1,0/1,-,-,-,-
2016,9/3,6/2,3/1,-,-,-
2015,1/1,-,-,1/1,-,-
2014,26/23,21/22,5/1,-,-,-
2013,7/10,7/8,0/2,-,-,-
2012,1/1,1/1,-,-,-,-
2011,1/2,1/2,-,-,-,-
