Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,82/64,2/6,72/54,2/1,6/3,-
2024,22/19,1/2,21/17,-,-,-
2023,31/24,1/3,23/18,2/1,5/2,-
2022,16/13,-,15/12,-,1/1,-
2021,9/6,0/1,9/5,-,-,-
2019,4/2,-,4/2,-,-,-
