Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,97/123,66/77,27/34,1/10,-,3/2
2024,15/14,11/11,4/3,-,-,-
2023,10/9,1/2,9/7,-,-,-
2022,10/23,4/13,3/4,0/4,-,3/2
2021,11/22,11/15,0/5,0/2,-,-
2020,11/11,6/4,5/6,0/1,-,-
2019,20/21,17/13,2/5,1/3,-,-
2018,16/16,12/12,4/4,-,-,-
2017,4/7,4/7,-,-,-,-
