Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,133/111,84/71,26/17,23/23,-,-
2024,7/14,7/14,-,-,-,-
2023,42/31,22/19,14/9,6/3,-,-
2022,50/26,35/16,12/6,3/4,-,-
2021,14/12,9/7,0/2,5/3,-,-
2020,3/8,3/7,-,0/1,-,-
2019,8/12,5/5,-,3/7,-,-
2018,9/7,3/3,-,6/4,-,-
2017,0/1,-,-,0/1,-,-
