Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,231/148,222/127,9/14,0/4,0/3,-
2024,29/21,29/18,0/3,-,-,-
2023,41/32,37/28,4/2,-,0/2,-
2022,27/17,24/11,3/6,-,-,-
2021,53/28,53/24,-,0/3,0/1,-
2020,19/17,17/14,2/2,0/1,-,-
2019,52/22,52/22,-,-,-,-
2018,8/7,8/7,-,-,-,-
2017,1/3,1/2,0/1,-,-,-
2016,1/1,1/1,-,-,-,-
