Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,111/86,28/26,67/53,7/6,-,9/1
2024,6/5,1/2,3/2,-,-,2/1
2023,12/8,7/6,1/1,1/1,-,3/0
2022,18/18,2/4,12/14,-,-,4/0
2021,28/16,-,27/14,1/2,-,-
2020,1/1,1/1,-,-,-,-
2019,19/17,9/6,6/10,4/1,-,-
2018,4/6,-,4/6,-,-,-
2017,14/8,0/1,14/6,0/1,-,-
2016,1/1,-,-,1/1,-,-
2014,7/2,7/2,-,-,-,-
2013,1/1,1/1,-,-,-,-
2011,0/3,0/3,-,-,-,-
