Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
14.06.,Iradukunda G.,2,,,,,,"['2', '0', '5', '1']","['1', '0', '3', '2']",[],[],[],-
14.06.,Nortey I.,0,,,,,,[],"['1', '1']",[],[],[],-
13.06.,Iradukunda G.,2,,,,,,"['4', '2', '6', '2']","['2', '0', '5', '3']",[],[],[],-
13.06.,Koumba C.,0,,,,,,[],"['1', '2']",[],[],[],-
12.06.,Coulibaly E.,2,,,,,,"['3', '2']","['6', '5']",[],[],[],1.19
12.06.,Iradukunda G.,0,,,,,,[],[],[],[],[],4.92
11.06.,Iradukunda G.,2,,,,,,"['7', '5']","['2', '0', '4', '0']",[],[],[],1.07
11.06.,Shah K. S.,0,,,,,,[],[],[],[],[],9.25
29.10.2024,Coulibaly E.,2,,,,,,8,4,68%,76% (37/49),57% (13/23),40% (2/5),30% (18/60),56% (18/32),50% (4/8),69% (50/72),39% (36/92),52% (86/164),6,0,79% (11/14),29% (4/14),54% (15/28),"['1', '0', '3', '2']","['2', '3']","['2', '0']",[],[],1.23
29.10.2024,Iradukunda G.,1,,,,,,3,1,65%,70% (42/60),44% (14/32),50% (4/8),24% (12/49),43% (10/23),60% (3/5),61% (56/92),31% (22/72),48% (78/164),4,0,71% (10/14),21% (3/14),46% (13/28),"['2', '2']","['2', '0', '4', '2']",[],[],[],3.90
19.10.2024,Neuchrist M.,2,,,,,,"['1', '0', '4', '1', '6', '1']","['6', '4']",[],[],[],1.22
19.10.2024,Iradukunda G.,0,,,,,,[],[],[],[],[],3.91
18.10.2024,Iradukunda G.,2,,,,,,[],"['2', '0', '5', '5']","['1', '0', '3', '2', '5', '2']",[],[],1.85
18.10.2024,Javia D.,1,,,,,,"['4', '2']","['1', '2', '4', '3']","['2', '2']",[],[],1.85
17.10.2024,Iradukunda G.,2,,,,,,"['1', '0', '5', '2']","['3', '2', '5', '2']",[],[],[],1.20
17.10.2024,Callerio F.,0,,,,,,[],[],[],[],[],4.14
15.10.2024,Iradukunda G.,2,,,,,,"['2', '0', '4', '0']","['2', '5', '4', '5']","['4', '5']",[],[],1.24
15.10.2024,Bieldiugin T.,1,,,,,,[],"['3', '1', '5', '1', '6', '4']","['2', '0']",[],[],3.72
11.10.2024,Barbier Gazeu P.,2,,,,,,"['3', '3', '5', '3', '6', '4']","['2', '0']",[],[],[],1.79
11.10.2024,Iradukunda G.,0,,,,,,"['3', '2', '4', '5']",[],[],[],[],1.91
10.10.2024,Iradukunda G.,2,,,,,,"['5', '5', '7', '5']","['3', '3', '5', '3', '7', '5']",[],[],[],-
10.10.2024,Singh K.,0,,,,,,"['1', '0']","['2', '1', '4', '5']",[],[],[],-
09.10.2024,Iradukunda G.,2,,,,,,"['5', '3']","['2', '1', '6', '3']",[],[],[],1.29
09.10.2024,Laborde A.,0,,,,,,[],[],[],[],[],3.32
01.10.2024,Lock B.,2,,,,,,"['1', '0', '3', '0', '5', '0']","['4', '3']",[],[],[],1.22
01.10.2024,Iradukunda G.,0,,,,,,"['1', '5']",[],[],[],[],3.91
27.09.2024,Singh K.,2,,,,,,"['2', '1']",[],"['4', '2']",[],[],1.69
27.09.2024,Iradukunda G.,1,,,,,,[],[],[],[],[],2.08
26.09.2024,Crawford O.,1,,,,,,"['3', '2', '5', '4', '6', '5']",[],[],[],[],1.13
26.09.2024,Iradukunda G.,0,,,,,,"['4', '4', '5', '5', '6', '6']",[],[],[],[],5.26
24.09.2024,Iradukunda G.,2,,,,,,"['4', '2']","['2', '1', '3', '2', '5', '4']",[],[],[],2.56
24.09.2024,Schachter N.,0,,,,,,[],"['2', '2', '4', '4']",[],[],[],1.46
22.06.2024,Iradukunda G.,2,,,,,,"['3', '1', '5', '1']","['1', '0', '5', '2']",[],[],[],-
22.06.2024,Sahtali T.,0,,,,,,[],[],[],[],[],-
20.06.2024,Shah K. S.,2,,,,,,"['2', '3']","['1', '1', '2', '2']","['2', '0', '3', '1', '5', '1']",[],[],3.58
20.06.2024,Iradukunda G.,1,,,,,,"['3', '1']","['1', '0', '2', '1', '4', '3']","['1', '2']",[],[],1.27
19.06.2024,Iradukunda G.,2,,,,,,"['1', '0', '3', '0', '5', '0']","['1', '0', '4', '1', '6', '1']",[],[],[],-
19.06.2024,Niyigena E.,0,,,,,,[],[],[],[],[],-
04.03.2024,Ouakaa A.,2,,,,,,4,6,68%,73% (51/70),36% (12/33),58% (7/12),41% (24/59),56% (18/32),55% (6/11),61% (63/103),46% (42/91),54% (105/194),7,0,67% (10/15),43% (6/14),55% (16/29),"['1', '1', '3', '1']","['2', '0', '4', '0']","['1', '0', '4', '3']",[],[],2.12
04.03.2024,Iradukunda G.,1,,,,,,3,4,65%,59% (35/59),44% (14/32),45% (5/11),27% (19/70),64% (21/33),42% (5/12),54% (49/91),39% (40/103),46% (89/194),3,0,57% (8/14),33% (5/15),45% (13/29),"['1', '0', '2', '3', '4', '3']",[],"['2', '2', '4', '4']",[],[],1.69
28.02.2024,Ionel N. D.,2,,,,,,0,3,70%,80% (24/30),62% (8/13),0% (0/0),45% (18/40),58% (15/26),40% (4/10),74% (32/43),50% (33/66),60% (65/109),7,0,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '3', '0']","['3', '2', '5', '2']",[],[],[],1.12
28.02.2024,Iradukunda G.,0,,,,,,3,2,61%,55% (22/40),42% (11/26),60% (6/10),20% (6/30),38% (5/13),0% (0/0),50% (33/66),26% (11/43),40% (44/109),3,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],5.04
