Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
10.09.2024,Kukushkin M.,2,,,,,,6,1,55%,83% (30/36),57% (17/30),100% (4/4),21% (6/29),44% (14/32),33% (2/6),71% (47/66),33% (20/61),53% (67/127),5,0,100% (10/10),20% (2/10),60% (12/20),"['3', '2']","['1', '0']",[],[],[],1.29
10.09.2024,Donskoy E.,0,,,,,,7,2,48%,79% (23/29),56% (18/32),67% (4/6),17% (6/36),43% (13/30),0% (0/4),67% (41/61),29% (19/66),47% (60/127),5,2,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],3.43
09.09.2024,Donskoy E.,2,,,,,,4,1,59%,82% (14/17),83% (10/12),0% (0/0),65% (13/20),61% (14/23),60% (6/10),83% (24/29),63% (27/43),71% (51/72),7,0,100% (6/6),86% (6/7),92% (12/13),"['1', '0', '3', '0', '5', '0']","['1', '0', '3', '0', '6', '1']",[],[],[],1.03
09.09.2024,Lu P.,0,,,,,,1,5,47%,35% (7/20),39% (9/23),40% (4/10),18% (3/17),17% (2/12),0% (0/0),37% (16/43),17% (5/29),29% (21/72),3,3,14% (1/7),0% (0/6),8% (1/13),[],[],[],[],[],10.70
08.09.2024,Donskoy E.,2,,,,,,5,0,60%,75% (21/28),68% (13/19),100% (3/3),41% (7/17),57% (12/21),57% (4/7),72% (34/47),50% (19/38),62% (53/85),5,0,100% (8/8),57% (4/7),80% (12/15),"['2', '0', '6', '2']","['2', '0', '4', '0']",[],[],[],1.05
08.09.2024,Zhang L.,0,,,,,,0,3,45%,59% (10/17),43% (9/21),43% (3/7),25% (7/28),32% (6/19),0% (0/3),50% (19/38),28% (13/47),38% (32/85),5,0,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],8.60
02.09.2024,Mott B.,2,,,,,,4,8,68%,61% (44/72),59% (20/34),71% (10/14),41% (28/69),50% (13/26),50% (6/12),60% (64/106),43% (41/95),52% (105/201),8,0,75% (12/16),38% (6/16),56% (18/32),"['2', '2', '3', '3']","['2', '0', '6', '2']","['3', '1', '7', '5']",[],[],1.71
02.09.2024,Donskoy E.,1,,,,,,4,2,73%,59% (41/69),50% (13/26),50% (6/12),39% (28/72),41% (14/34),29% (4/14),57% (54/95),40% (42/106),48% (96/201),2,3,63% (10/16),25% (4/16),44% (14/32),"['2', '1', '3', '2', '6', '5']",[],"['3', '4']",[],[],2.08
01.09.2024,Donskoy E.,2,,,,,,11,1,72%,70% (45/64),56% (14/25),63% (5/8),38% (25/66),47% (15/32),57% (4/7),66% (59/89),41% (40/98),53% (99/187),7,0,79% (11/14),27% (4/15),52% (15/29),"['2', '5']","['5', '5']","['2', '1', '5', '2']",[],[],1.33
01.09.2024,Pannu K.,1,,,,,,3,3,67%,62% (41/66),53% (17/32),43% (3/7),30% (19/64),44% (11/25),38% (3/8),59% (58/98),34% (30/89),47% (88/187),3,0,73% (11/15),21% (3/14),48% (14/29),"['2', '0', '4', '0']","['3', '2']",[],[],[],3.19
27.08.2024,Hong S. C.,2,,,,,,6,7,56%,66% (41/62),57% (28/49),70% (7/10),0 km/h,0 km/h,39% (19/49),45% (21/47),57% (4/7),62% (69/111),42% (40/96),53% (109/207),5,0,80% (12/15),27% (4/15),53% (16/30),[],"['3', '1', '6', '6']","['1', '0', '4', '1']",[],[],1.25
27.08.2024,Donskoy E.,1,,,,,,2,2,51%,61% (30/49),55% (26/47),43% (3/7),0 km/h,0 km/h,34% (21/62),43% (21/49),30% (3/10),58% (56/96),38% (42/111),47% (98/207),5,0,73% (11/15),20% (3/15),47% (14/30),"['4', '3']","['3', '4', '6', '5']",[],[],[],3.76
26.08.2024,Pokorny L.,2,,,,,,7,3,62%,78% (36/46),54% (15/28),100% (1/1),0 km/h,0 km/h,37% (14/38),33% (10/30),29% (2/7),69% (51/74),35% (24/68),53% (75/142),5,0,100% (11/11),20% (2/10),62% (13/21),"['7', '5']","['2', '0']",[],[],[],2.29
26.08.2024,Donskoy E.,0,,,,,,5,1,56%,63% (24/38),67% (20/30),71% (5/7),0 km/h,0 km/h,22% (10/46),46% (13/28),0% (0/1),65% (44/68),31% (23/74),47% (67/142),5,0,80% (8/10),0% (0/11),38% (8/21),[],[],[],[],[],1.57
25.08.2024,Donskoy E.,2,,,,,,6,3,60%,82% (36/44),52% (15/29),100% (2/2),0 km/h,0 km/h,30% (13/43),43% (10/23),33% (2/6),70% (51/73),35% (23/66),53% (74/139),5,0,100% (11/11),18% (2/11),59% (13/22),"['6', '5']","['2', '1']",[],[],[],1.80
25.08.2024,Winter E.,0,,,,,,3,4,65%,70% (30/43),57% (13/23),67% (4/6),0 km/h,0 km/h,18% (8/44),48% (14/29),0% (0/2),65% (43/66),30% (22/73),47% (65/139),5,2,82% (9/11),0% (0/11),41% (9/22),[],[],[],[],[],1.94
20.08.2024,Bai Y.,2,,,,,,2,4,58%,81% (34/42),35% (11/31),60% (3/5),0 km/h,0 km/h,30% (11/37),59% (20/34),31% (4/13),62% (45/73),44% (31/71),53% (76/144),5,0,80% (8/10),40% (4/10),60% (12/20),"['3', '2', '5', '2']","['1', '0', '2', '1']",[],[],[],1.58
20.08.2024,Donskoy E.,0,,,,,,2,3,52%,70% (26/37),41% (14/34),69% (9/13),0 km/h,0 km/h,19% (8/42),65% (20/31),40% (2/5),56% (40/71),38% (28/73),47% (68/144),5,0,60% (6/10),20% (2/10),40% (8/20),[],"['1', '1', '3', '3']",[],[],[],2.31
19.07.2024,Kuzmanov D.,2,,,,,,7,3,74%,78% (35/45),44% (7/16),67% (2/3),31% (12/39),65% (13/20),50% (3/6),69% (42/61),42% (25/59),56% (67/120),6,0,90% (9/10),33% (3/9),63% (12/19),"['2', '0', '6', '4']","['3', '1']",[],[],[],1.58
19.07.2024,Donskoy E.,0,,,,,,2,1,66%,69% (27/39),35% (7/20),50% (3/6),22% (10/45),56% (9/16),33% (1/3),58% (34/59),31% (19/61),44% (53/120),4,0,67% (6/9),10% (1/10),37% (7/19),"['4', '5']",[],[],[],[],2.28
18.07.2024,Donskoy E.,2,,,,,,4,0,74%,81% (25/31),82% (9/11),100% (2/2),43% (19/44),60% (9/15),40% (4/10),81% (34/42),47% (28/59),61% (62/101),7,0,100% (8/8),44% (4/9),71% (12/17),"['3', '2', '6', '3']","['3', '1', '6', '2']",[],[],[],1.15
18.07.2024,Lomakin G.,0,,,,,,1,0,75%,57% (25/44),40% (6/15),60% (6/10),19% (6/31),18% (2/11),0% (0/2),53% (31/59),19% (8/42),39% (39/101),3,0,56% (5/9),0% (0/8),29% (5/17),[],[],[],[],[],5.16
16.07.2024,Donskoy E.,2,,,,,,3,1,68%,93% (39/42),60% (12/20),100% (3/3),28% (13/46),36% (9/25),33% (1/3),82% (51/62),30% (21/71),54% (72/133),6,0,100% (11/11),9% (1/11),55% (12/22),[],"['2', '1']",[],[],[],1.37
16.07.2024,Bar Biryukov P.,0,,,,,,13,3,65%,78% (36/46),64% (16/25),67% (2/3),12% (5/42),40% (8/20),0% (0/3),70% (50/71),18% (11/62),46% (61/133),4,0,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],2.96
15.05.2024,Marchenko I.,2,,,,,,9,0,64%,79% (38/48),63% (17/27),67% (2/3),38% (26/69),40% (10/25),29% (2/7),73% (55/75),38% (36/94),54% (91/169),5,0,93% (13/14),14% (2/14),54% (15/28),[],"['3', '1']","['4', '3']",[],[],1.56
15.05.2024,Donskoy E.,1,,,,,,6,1,73%,62% (43/69),60% (15/25),71% (5/7),21% (10/48),37% (10/27),33% (1/3),62% (58/94),27% (20/75),46% (78/169),5,1,86% (12/14),7% (1/14),46% (13/28),"['5', '3']",[],[],[],[],2.35
14.05.2024,Donskoy E.,2,,,,,,0,0,71%,78% (38/49),80% (16/20),100% (1/1),29% (17/58),36% (5/14),33% (1/3),78% (54/69),31% (22/72),54% (76/141),7,0,100% (11/11),9% (1/11),55% (12/22),"['5', '4']",[],[],[],[],2.18
14.05.2024,Jasika O.,0,,,,,,2,1,81%,71% (41/58),64% (9/14),67% (2/3),22% (11/49),20% (4/20),0% (0/1),69% (50/72),22% (15/69),46% (65/141),3,1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],1.65
06.05.2024,Te R.,2,,,,,,13,5,59%,73% (51/70),58% (28/48),0% (0/2),33% (21/64),38% (18/48),60% (3/5),67% (79/118),35% (39/112),51% (118/230),6,0,89% (16/18),17% (3/18),53% (19/36),"['2', '1']",[],"['1', '0', '6', '5']",[],[],1.90
06.05.2024,Donskoy E.,1,,,,,,8,1,57%,67% (43/64),63% (30/48),40% (2/5),27% (19/70),42% (20/48),100% (2/2),65% (73/112),33% (39/118),49% (112/230),4,7,83% (15/18),11% (2/18),47% (17/36),"['5', '5']",[],"['5', '5']",[],[],1.84
29.04.2024,Moriya H.,2,,,,,,2,3,63%,79% (31/39),39% (9/23),86% (6/7),50% (13/26),41% (12/29),40% (4/10),65% (40/62),45% (25/55),56% (65/117),7,0,89% (8/9),44% (4/9),67% (12/18),"['1', '2', '5', '4']","['1', '0', '5', '2']",[],[],[],2.59
29.04.2024,Donskoy E.,0,,,,,,2,5,47%,50% (13/26),59% (17/29),60% (6/10),21% (8/39),61% (14/23),14% (1/7),55% (30/55),35% (22/62),44% (52/117),3,1,56% (5/9),11% (1/9),33% (6/18),"['2', '0']",[],[],[],[],1.47
28.04.2024,Donskoy E.,2,,,,,,4,0,58%,71% (27/38),70% (19/27),100% (5/5),25% (8/32),50% (14/28),40% (2/5),71% (46/65),37% (22/60),54% (68/125),5,0,100% (10/10),20% (2/10),60% (12/20),"['4', '3']","['4', '3']",[],[],[],2.23
28.04.2024,Bertola R.,0,,,,,,4,5,53%,75% (24/32),50% (14/28),60% (3/5),29% (11/38),30% (8/27),0% (0/5),63% (38/60),29% (19/65),46% (57/125),5,0,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],1.62
22.04.2024,Bertola R.,2,,,,,,4,7,49%,82% (27/33),65% (22/34),100% (6/6),23% (7/31),50% (14/28),40% (2/5),73% (49/67),36% (21/59),56% (70/126),8,0,100% (11/11),20% (2/10),62% (13/21),"['4', '2']","['6', '5']",[],[],[],1.67
22.04.2024,Donskoy E.,0,,,,,,2,1,53%,77% (24/31),50% (14/28),60% (3/5),18% (6/33),35% (12/34),0% (0/6),64% (38/59),27% (18/67),44% (56/126),2,0,80% (8/10),0% (0/11),38% (8/21),[],[],[],[],[],2.14
29.02.2024,Sekulic P.,2,,,,,,7,1,63%,85% (29/34),50% (10/20),100% (2/2),38% (12/32),56% (15/27),38% (3/8),72% (39/54),46% (27/59),58% (66/113),7,0,100% (9/9),38% (3/8),71% (12/17),"['2', '0']","['3', '2', '5', '2']",[],[],[],1.54
29.02.2024,Donskoy E.,0,,,,,,1,0,54%,63% (20/32),44% (12/27),63% (5/8),15% (5/34),50% (10/20),0% (0/2),54% (32/59),28% (15/54),42% (47/113),3,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.40
27.02.2024,Donskoy E.,2,,,,,,6,1,62%,63% (35/56),62% (21/34),78% (7/9),37% (13/35),48% (14/29),100% (4/4),62% (56/90),42% (27/64),54% (83/154),8,0,83% (10/12),33% (4/12),58% (14/24),"['1', '0', '3', '0']",[],"['3', '2', '5', '2']",[],[],2.14
27.02.2024,Crawford O.,1,,,,,,4,2,55%,63% (22/35),52% (15/29),0% (0/4),38% (21/56),38% (13/34),22% (2/9),58% (37/64),38% (34/90),46% (71/154),2,0,67% (8/12),17% (2/12),42% (10/24),[],"['3', '1', '6', '2']",[],[],[],1.67
19.02.2024,Gill F.,2,,,,,,4,0,69%,74% (25/34),87% (13/15),0% (0/1),29% (7/24),59% (17/29),100% (4/4),78% (38/49),45% (24/53),61% (62/102),9,0,90% (9/10),40% (4/10),65% (13/20),"['2', '0', '7', '5']","['4', '2', '6', '2']",[],[],[],1.95
19.02.2024,Donskoy E.,0,,,,,,0,2,45%,71% (17/24),41% (12/29),0% (0/4),26% (9/34),13% (2/15),100% (1/1),55% (29/53),22% (11/49),39% (40/102),1,0,60% (6/10),10% (1/10),35% (7/20),"['1', '2']",[],[],[],[],1.75
18.02.2024,Donskoy E.,2,,,,,,6,2,69%,80% (44/55),52% (13/25),80% (4/5),42% (24/57),54% (22/41),43% (6/14),71% (57/80),47% (46/98),58% (103/178),8,0,86% (12/14),55% (6/11),72% (18/25),"['3', '2']","['3', '1', '5', '1']","['1', '0', '3', '0', '5', '0']",[],[],1.08
18.02.2024,Dzhavakian Y.,1,,,,,,1,7,58%,58% (33/57),46% (19/41),57% (8/14),20% (11/55),48% (12/25),20% (1/5),53% (52/98),29% (23/80),42% (75/178),2,0,45% (5/11),14% (2/14),28% (7/25),"['3', '3']",[],[],[],[],5.91
13.02.2024,Dalla Valle E.,2,,,,,,10,2,65%,83% (33/40),50% (11/22),100% (2/2),25% (8/32),53% (20/38),30% (3/10),71% (44/62),40% (28/70),55% (72/132),7,0,100% (10/10),30% (3/10),65% (13/20),"['2', '0', '6', '2']","['7', '5']",[],[],[],1.94
13.02.2024,Donskoy E.,0,,,,,,3,6,46%,75% (24/32),47% (18/38),70% (7/10),18% (7/40),50% (11/22),0% (0/2),60% (42/70),29% (18/62),45% (60/132),3,1,70% (7/10),0% (0/10),35% (7/20),[],[],[],[],[],1.80
08.02.2024,Svrcina D.,2,,,,,,1,4,71%,58% (33/57),39% (9/23),50% (5/10),38% (17/45),68% (26/38),55% (6/11),53% (42/80),52% (43/83),52% (85/163),6,0,55% (6/11),55% (6/11),55% (12/22),"['1', '0', '2', '1', '5', '2']",[],"['2', '1', '3', '2', '5', '2']",[],[],1.35
