Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,63/61,13/23,49/36,1/2,-,-
2024,5/5,-,5/4,0/1,-,-
2023,18/13,2/3,15/9,1/1,-,-
2022,10/6,-,10/6,-,-,-
2021,12/9,0/1,12/8,-,-,-
2020,3/16,3/14,0/2,-,-,-
2019,13/10,6/3,7/7,-,-,-
2018,2/2,2/2,-,-,-,-
