Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,14/21,3/2,9/15,2/1,-,0/3
2024,3/5,-,1/4,2/1,-,-
2023,7/4,3/1,4/3,-,-,-
2022,1/5,0/1,1/1,-,-,0/3
2021,3/7,-,3/7,-,-,-
