Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,88/45,25/17,60/26,1/1,-,2/1
2024,6/4,5/3,1/1,-,-,-
2023,13/12,0/2,12/9,1/1,-,-
2022,27/9,-,25/8,-,-,2/1
2021,2/0,-,2/0,-,-,-
2020,13/7,13/7,-,-,-,-
2019,22/8,3/3,19/5,-,-,-
2017,5/5,4/2,1/3,-,-,-
