Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,228/251,35/41,182/191,6/16,5/3,-
2024,19/22,2/3,17/17,0/2,-,-
2023,18/24,0/4,17/18,1/2,-,-
2022,12/14,1/2,11/12,-,-,-
2021,8/10,0/2,8/8,-,-,-
2020,11/11,-,11/11,-,-,-
2019,18/26,1/2,13/22,-,4/2,-
2018,28/27,4/4,23/22,1/1,-,-
2017,14/32,2/8,11/20,1/4,-,-
2016,33/33,13/7,19/23,1/3,-,-
2015,40/27,9/5,31/21,0/1,-,-
2014,7/10,0/2,5/6,2/2,-,-
2013,12/7,-,12/6,0/1,-,-
2012,8/8,3/2,4/5,-,1/1,-
