Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,132/97,40/36,84/56,3/4,-,5/1
2024,24/18,1/4,23/14,-,-,-
2023,21/18,0/1,19/15,1/2,-,1/0
2022,28/17,4/4,22/13,-,-,2/0
2021,22/18,10/8,8/7,2/2,-,2/1
2020,1/1,1/1,-,-,-,-
2019,16/6,7/3,9/3,-,-,-
2018,4/4,4/2,0/2,-,-,-
2017,9/4,6/3,3/1,-,-,-
2016,1/3,1/2,0/1,-,-,-
2015,3/3,3/3,-,-,-,-
2014,3/3,3/3,-,-,-,-
2013,0/2,0/2,-,-,-,-
