Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,302/203,154/94,110/77,35/29,3/3,-
2024,23/20,7/7,7/6,8/6,1/1,-
2023,33/29,11/10,10/13,10/4,2/2,-
2022,44/24,15/8,27/13,2/3,-,-
2021,43/31,15/13,20/12,8/6,-,-
2020,16/14,5/6,11/4,0/4,-,-
2019,31/29,21/13,5/11,5/5,-,-
2018,53/23,43/15,10/8,-,-,-
2017,42/22,25/14,15/7,2/1,-,-
2016,13/9,12/7,1/2,-,-,-
2015,4/1,-,4/1,-,-,-
2014,0/1,0/1,-,-,-,-
