Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,132/118,11/16,89/82,26/18,-,6/2
2024,20/19,0/1,11/14,6/3,-,3/1
2023,26/29,7/6,11/14,8/9,-,-
2022,20/18,3/5,9/10,5/2,-,3/1
2021,41/26,0/1,38/24,3/1,-,-
2020,1/3,0/1,1/2,-,-,-
2019,15/14,1/1,12/11,2/2,-,-
2018,7/6,-,5/5,2/1,-,-
2017,0/2,0/1,0/1,-,-,-
2015,2/1,-,2/1,-,-,-
