Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,200/157,123/105,51/38,26/14,-,-
2024,32/23,17/13,11/7,4/3,-,-
2023,48/30,35/24,13/6,-,-,-
2022,32/24,18/11,11/10,3/3,-,-
2021,19/15,16/10,0/1,3/4,-,-
2020,4/4,3/2,1/2,-,-,-
2019,25/26,15/16,6/9,4/1,-,-
2018,26/20,11/15,9/3,6/2,-,-
2017,9/10,6/9,-,3/1,-,-
2016,5/5,2/5,-,3/0,-,-
