Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,244/137,44/37,154/76,21/11,19/10,6/3
2024,41/20,10/5,14/7,6/3,8/3,3/2
2023,39/20,4/4,23/10,12/6,-,-
2022,32/24,7/6,16/12,3/2,6/4,-
2021,27/13,8/4,19/9,-,-,-
2020,28/13,1/3,24/9,-,-,3/1
2019,19/3,-,14/2,-,5/1,-
2018,20/13,0/2,20/11,-,-,-
2017,28/15,12/6,16/8,-,0/1,-
2016,4/9,2/7,2/1,-,0/1,-
2015,6/7,-,6/7,-,-,-
