Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
07.07.,Zahraj P.,2,,,,,,5,2,61%,67% (18/27),65% (11/17),60% (3/5),44% (16/36),72% (21/29),50% (6/12),66% (29/44),57% (37/65),61% (66/109),9,0,75% (6/8),67% (6/9),71% (12/17),"['1', '2', '3', '2']","['1', '0', '3', '0', '4', '1', '6', '1']",[],[],[],1.41
07.07.,Dietrich D.,0,,,,,,5,3,55%,56% (20/36),28% (8/29),50% (6/12),33% (9/27),35% (6/17),40% (2/5),43% (28/65),34% (15/44),39% (43/109),1,0,33% (3/9),25% (2/8),29% (5/17),"['2', '0']","['1', '3']",[],[],[],2.71
07.07.,Dietrich D.,2,,,,,,5,8,69%,69% (40/58),46% (12/26),50% (4/8),41% (36/87),54% (20/37),33% (6/18),51% (49/96),53% (59/112),52% (108/208),8,0,56% (9/16),53% (8/15),55% (17/31),"['1', '0']","['2', '0', '4', '2', '6', '4']","['1', '0', '3', '0', '4', '2', '5', '3']",[],[],1.27
07.07.,Schell N.,1,,,,,,7,9,70%,59% (51/87),46% (17/37),67% (12/18),31% (18/58),54% (14/26),50% (4/8),47% (53/112),49% (47/96),48% (100/208),2,0,47% (7/15),44% (7/16),45% (14/31),"['2', '2', '7', '5']","['2', '3', '3', '4']","['2', '3', '3', '4']",[],[],3.54
03.07.,Delage P.,2,,,,,,"['2', '0']","['1', '0', '3', '2', '6', '3']",[],[],[],2.89
03.07.,Dietrich D.,0,,,,,,[],"['2', '2']",[],[],[],1.37
01.11.2024,Galarneau A.,2,,,,,,3,5,68%,73% (35/48),52% (12/23),100% (3/3),23% (9/39),57% (23/40),20% (2/10),66% (47/71),41% (32/79),53% (79/150),7,0,100% (10/10),20% (2/10),60% (12/20),"['1', '0', '4', '1']",[],[],[],[],1.32
01.11.2024,Dietrich D.,0,,,,,,8,8,49%,77% (30/39),43% (17/40),80% (8/10),27% (13/48),48% (11/23),0% (0/3),59% (47/79),34% (24/71),47% (71/150),3,1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],3.20
29.10.2024,Dietrich D.,2,,,,,,8,3,56%,78% (21/27),71% (15/21),0% (0/0),29% (8/28),56% (18/32),43% (3/7),75% (36/48),43% (26/60),57% (62/108),5,0,100% (9/9),33% (3/9),67% (12/18),"['2', '1', '6', '3']","['3', '1']",[],[],[],6.25
29.10.2024,Svajda Z.,0,,,,,,1,2,47%,71% (20/28),44% (14/32),57% (4/7),22% (6/27),29% (6/21),0% (0/0),57% (34/60),25% (12/48),43% (46/108),5,3,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.10
23.07.2024,Burruchaga R. A.,2,,,,,,4,4,52%,78% (50/64),43% (25/58),62% (8/13),25% (18/71),58% (32/55),55% (6/11),61% (75/122),40% (50/126),50% (125/248),8,6,72% (13/18),33% (6/18),53% (19/36),"['1', '0', '3', '0']","['2', '2', '7', '5']","['3', '5', '5', '5']",[],[],1.25
23.07.2024,Dietrich D.,1,,,,,,8,10,56%,75% (53/71),42% (23/55),45% (5/11),22% (14/64),57% (33/58),38% (5/13),60% (76/126),39% (47/122),50% (123/248),2,0,67% (12/18),28% (5/18),47% (17/36),"['1', '3', '3', '3']","['1', '0']","['2', '1', '4', '1']",[],[],3.76
22.07.2024,Dietrich D.,2,,,,,,4,4,48%,78% (28/36),49% (19/39),50% (1/2),30% (10/33),54% (13/24),75% (3/4),63% (47/75),40% (23/57),53% (70/132),6,0,90% (9/10),33% (3/9),63% (12/19),"['6', '4']","['2', '0', '3', '1']",[],[],[],1.98
22.07.2024,Guerrieri A.,0,,,,,,0,8,58%,70% (23/33),46% (11/24),25% (1/4),22% (8/36),51% (20/39),50% (1/2),60% (34/57),37% (28/75),47% (62/132),4,1,67% (6/9),10% (1/10),37% (7/19),[],"['1', '2']",[],[],[],1.77
21.07.2024,Dietrich D.,2,,,,,,3,2,44%,83% (15/18),78% (18/23),0% (0/0),31% (10/32),65% (24/37),33% (4/12),80% (33/41),50% (34/68),61% (67/109),7,0,100% (8/8),50% (4/8),75% (12/16),"['5', '3']","['2', '1', '4', '1', '6', '1']",[],[],[],-
