Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,130/97,28/23,102/72,0/2,-,-
2024,38/19,6/6,32/12,0/1,-,-
2023,17/27,3/4,14/23,-,-,-
2022,28/21,4/3,24/17,0/1,-,-
2021,35/19,15/10,20/9,-,-,-
2020,6/4,-,6/4,-,-,-
2019,6/7,-,6/7,-,-,-
