Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,7/6,3/2,4/4,-,-,-
2024,3/3,3/2,0/1,-,-,-
2023,2/2,-,2/2,-,-,-
2022,2/1,-,2/1,-,-,-
