Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,24/16,18/11,2/1,4/4,-,-
2024,14/7,9/5,2/1,3/1,-,-
2023,9/6,9/5,-,0/1,-,-
2019,0/1,0/1,-,-,-,-
2018,1/2,-,-,1/2,-,-
