Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,14/39,-,12/38,2/1,-,-
2024,8/12,-,6/11,2/1,-,-
2023,2/8,-,2/8,-,-,-
2022,2/7,-,2/7,-,-,-
2021,2/7,-,2/7,-,-,-
2020,0/2,-,0/2,-,-,-
2019,0/2,-,0/2,-,-,-
2017,0/1,-,0/1,-,-,-
