Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,172/105,107/66,9/9,40/28,0/1,16/1
2024,26/24,17/14,2/4,7/5,0/1,-
2023,45/25,24/16,3/1,18/8,-,-
2022,43/25,18/17,4/3,5/4,-,16/1
2021,45/21,36/13,-,9/8,-,-
2020,12/9,12/6,0/1,0/2,-,-
2019,1/1,-,-,1/1,-,-
