Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,114/66,21/15,81/44,11/6,1/1,-
2024,20/14,9/6,1/4,9/3,1/1,-
2023,48/19,-,46/18,2/1,-,-
2022,35/22,7/5,28/17,-,-,-
2021,10/9,4/4,6/5,-,-,-
2019,1/1,1/0,-,0/1,-,-
2018,0/1,-,-,0/1,-,-
