Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,53/53,33/30,16/20,0/1,-,4/2
2024,10/12,10/9,0/2,-,-,0/1
2023,22/19,6/8,12/10,-,-,4/1
2022,12/11,12/6,0/4,0/1,-,-
2021,4/4,-,4/4,-,-,-
2019,3/2,3/2,-,-,-,-
2018,1/3,1/3,-,-,-,-
2017,1/2,1/2,-,-,-,-
