Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,187/189,143/154,42/32,2/3,-,-
2024,7/10,7/10,-,-,-,-
2023,18/21,15/18,3/3,-,-,-
2022,22/26,19/21,2/4,1/1,-,-
2021,35/33,19/20,15/11,1/2,-,-
2020,4/4,4/4,-,-,-,-
2019,29/22,25/20,4/2,-,-,-
2018,27/31,13/23,14/8,-,-,-
2017,38/26,34/22,4/4,-,-,-
2016,6/13,6/13,-,-,-,-
2015,1/3,1/3,-,-,-,-
