Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,241/166,196/127,42/36,3/3,-,-
2024,49/26,47/23,2/3,-,-,-
2023,30/23,29/19,1/4,-,-,-
2022,16/19,10/13,6/6,-,-,-
2021,49/27,40/20,9/6,0/1,-,-
2020,25/10,20/8,5/2,-,-,-
2019,21/11,9/8,9/2,3/1,-,-
2018,4/2,3/1,1/1,-,-,-
2017,5/7,3/5,2/2,-,-,-
2016,9/7,9/5,0/2,-,-,-
2015,3/4,3/3,0/1,-,-,-
2014,20/13,14/7,6/5,0/1,-,-
2013,6/9,5/7,1/2,-,-,-
2012,2/2,2/2,-,-,-,-
2011,2/5,2/5,-,-,-,-
2010,0/1,0/1,-,-,-,-
