Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,312/201,238/146,24/21,40/32,-,10/2
2024,36/20,31/18,-,4/2,-,1/0
2023,37/17,16/8,6/4,6/3,-,9/2
2022,6/4,3/3,-,3/1,-,-
2021,35/15,20/8,11/5,4/2,-,-
2020,4/4,4/4,-,-,-,-
2019,22/18,21/16,1/2,-,-,-
2018,25/16,16/8,5/4,4/4,-,-
2017,30/26,19/15,0/2,11/9,-,-
2016,23/19,18/13,1/2,4/4,-,-
2015,28/18,27/15,0/2,1/1,-,-
2014,20/14,20/14,-,-,-,-
2013,20/16,17/11,-,3/5,-,-
2012,23/9,23/8,-,0/1,-,-
2011,3/5,3/5,-,-,-,-
