Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,67/63,42/37,25/25,0/1,-,-
2024,19/14,6/6,13/8,-,-,-
2023,18/17,9/9,9/8,-,-,-
2022,10/13,9/8,1/5,-,-,-
2021,14/10,12/8,2/2,-,-,-
2020,4/4,4/4,-,-,-,-
2019,2/3,2/1,0/1,0/1,-,-
2017,0/2,0/1,0/1,-,-,-
