Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,124/158,110/129,14/28,-,-,0/1
2024,18/21,18/19,0/2,-,-,-
2023,27/31,26/30,1/1,-,-,-
2022,27/28,25/25,2/3,-,-,-
2021,11/19,10/14,1/5,-,-,-
2020,7/11,3/4,4/6,-,-,0/1
2019,18/25,17/20,1/5,-,-,-
2018,16/18,11/12,5/6,-,-,-
2017,0/3,0/3,-,-,-,-
2016,0/2,0/2,-,-,-,-
