Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,107/78,20/22,63/44,24/12,-,-
2024,11/14,-,8/12,3/2,-,-
2023,36/20,1/3,26/15,9/2,-,-
2022,32/17,12/8,14/6,6/3,-,-
2021,18/19,5/8,9/6,4/5,-,-
2020,10/7,2/2,6/5,2/0,-,-
2019,0/1,0/1,-,-,-,-
