Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,32/34,3/5,14/12,11/12,4/5,-
2024,19/20,3/5,7/6,5/4,4/5,-
2023,13/12,-,7/6,6/6,-,-
2022,0/2,-,-,0/2,-,-
