Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,136/132,52/66,48/47,13/8,-,23/11
2024,38/18,2/2,23/12,5/0,-,8/4
2023,16/14,1/3,2/4,-,-,13/7
2022,2/0,-,-,-,-,2/0
2020,4/9,2/6,2/3,-,-,-
2019,16/16,16/14,0/2,-,-,-
2018,11/15,10/13,1/2,-,-,-
2017,18/20,12/14,4/2,2/4,-,-
2016,16/20,9/12,3/7,4/1,-,-
2015,8/12,-,6/9,2/3,-,-
2014,5/4,-,5/4,-,-,-
2013,2/3,0/1,2/2,-,-,-
2012,0/1,0/1,-,-,-,-
