Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,71/36,14/6,47/26,7/3,3/1,-
2024,34/16,13/4,21/12,-,-,-
2023,24/14,1/2,21/11,2/1,-,-
2022,13/6,-,5/3,5/2,3/1,-
