01.09. 08:40,Lajal M.,1,7^7,2,2,,,8,7,59%,76% (39/51),43% (15/35),29% (2/7),11% (5/45),44% (18/41),25% (1/4),7,63% (54/86),27% (23/86),45% (77/172),3,64% (9/14),7% (1/14),36% (10/28),"['2', '3']",[],[],[],[],1.54
31.08. 08:40,Uchiyama Y.,1,6,6^6,4,,,7,1,64%,82% (40/49),57% (16/28),50% (1/2),31% (15/49),57% (20/35),67% (4/6),6,73% (56/77),42% (35/84),57% (91/161),4,92% (12/13),33% (4/12),64% (16/25),"['4', '2']","['1', '0']","['2', '0', '4', '0']",[],[],2.20
31.08. 08:40,Hong S. C.,1,3,7^8,0,,,8,4,58%,69% (34/49),43% (15/35),33% (2/6),18% (9/49),43% (12/28),50% (1/2),4,58% (49/84),27% (21/77),43% (70/161),3,67% (8/12),8% (1/13),36% (9/25),[],"['2', '2']",[],[],[],1.64
30.08. 08:40,Uchiyama Y.,2,6^5,6,6,,,8,2,62%,79% (45/57),63% (22/35),75% (3/4),33% (22/66),45% (15/33),27% (3/11),8,73% (67/92),37% (37/99),54% (104/191),3,94% (15/16),20% (3/15),58% (18/31),"['4', '3']","['2', '0']","['1', '0']",[],[],1.81
30.08. 08:40,Wu Tung-Lin,1,7^7,3,4,,,7,2,67%,67% (44/66),55% (18/33),73% (8/11),21% (12/57),37% (13/35),25% (1/4),7,63% (62/99),27% (25/92),46% (87/191),3,80% (12/15),6% (1/16),42% (13/31),"['5', '5']",[],[],[],[],1.93
29.08. 08:40,Uchiyama Y.,2,6,6,,,,8,3,58%,84% (27/32),48% (11/23),100% (3/3),58% (15/26),44% (8/18),57% (4/7),9,69% (38/55),52% (23/44),62% (61/99),5,100% (8/8),57% (4/7),80% (12/15),"['3', '1', '6', '2']","['3', '1', '5', '1']",[],[],[],1.31
29.08. 08:40,Ursu V.,0,2,1,,,,2,2,59%,42% (11/26),56% (10/18),43% (3/7),16% (5/32),52% (12/23),0% (0/3),3,48% (21/44),31% (17/55),38% (38/99),1,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],3.31
27.08. 13:05,Uchiyama Y.,1,6,1,,,,3,0,74%,86% (12/14),80% (4/5),0% (0/0),43% (10/23),65% (11/17),33% (3/9),7,84% (16/19),53% (21/40),63% (37/59),5,100% (4/4),60% (3/5),78% (7/9),"['2', '1', '4', '1']","['1', '0']",[],[],[],2.16
27.08. 13:05,Shimizu Y.,0,2,0,,,,1,3,58%,57% (13/23),35% (6/17),67% (6/9),14% (2/14),20% (1/5),0% (0/0),3,48% (19/40),16% (3/19),37% (22/59),1,40% (2/5),0% (0/4),22% (2/9),[],[],[],[],[],1.67
ATP - SINGLES :  US Open (USA) - Qualification,hard,header
20.08. 22:25,Uchiyama Y.,0,2,6^4,,,,4,2,56%,64% (25/39),61% (19/31),50% (3/6),21% (7/34),40% (12/30),25% (1/4),25,30,47% (8/17),6,63% (44/70),30% (19/64),47% (63/134),3,70% (7/10),10% (1/10),40% (8/20),[],"['3', '3']",[],[],[],4.06
20.08. 22:25,Bu Y.,2,6,7^7,,,,8,2,53%,79% (27/34),60% (18/30),75% (3/4),36% (14/39),39% (12/31),50% (3/6),19,19,67% (8/12),7,70% (45/64),37% (26/70),53% (71/134),3,90% (9/10),30% (3/10),60% (12/20),"['2', '1', '5', '2']","['2', '1']",[],[],[],1.24
ATP - SINGLES :  Washington (USA) - Qualification,hard,header
27.07. 22:05,Uchiyama Y.,0,4,3,,,,9,3,65%,66% (29/44),42% (10/24),80% (8/10),16% (5/31),30% (7/23),0% (0/3),0,0,0% (0/0),6,57% (39/68),22% (12/54),42% (51/122),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],0
27.07. 22:05,Svajda Z.,2,6,6,,,,2,1,57%,84% (26/31),70% (16/23),100% (3/3),34% (15/44),58% (14/24),20% (2/10),0,0,0% (0/0),9,78% (42/54),43% (29/68),58% (71/122),3,100% (10/10),22% (2/9),63% (12/19),"['6', '4']","['5', '3']",[],[],[],0
CHALLENGER MEN - SINGLES :  Granby (Canada),hard,header
21.07. 01:35,Uchiyama Y.,1,3,6,4,,,8,3,68%,77% (47/61),34% (10/29),75% (6/8),14% (6/43),43% (15/35),17% (1/6),4,63% (57/90),27% (21/78),46% (78/168),3,86% (12/14),7% (1/14),46% (13/28),[],"['5', '3']",[],[],[],2.68
21.07. 01:35,Atmane T.,2,6,3,6,,,8,7,55%,86% (37/43),57% (20/35),83% (5/6),23% (14/61),66% (19/29),25% (2/8),6,73% (57/78),37% (33/90),54% (90/168),3,93% (13/14),14% (2/14),54% (15/28),"['2', '0']",[],"['6', '4']",[],[],1.43
20.07. 00:10,Uchiyama Y.,2,5,6,7^7,,,8,2,67%,75% (55/73),53% (19/36),57% (4/7),29% (17/59),39% (16/41),38% (3/8),8,68% (74/109),33% (33/100),51% (107/209),3,82% (14/17),18% (3/17),50% (17/34),"['4', '5']","['1', '0']","['4', '5']",[],[],2.22
20.07. 00:10,Shimabukuro S.,1,7,4,6^4,,,10,3,59%,71% (42/59),61% (25/41),63% (5/8),25% (18/73),47% (17/36),43% (3/7),6,67% (67/100),32% (35/109),49% (102/209),3,82% (14/17),18% (3/17),50% (17/34),"['4', '2', '7', '5']",[],"['4', '2']",[],[],1.61
17.07. 22:30,Uchiyama Y.,2,6,3,6,,,6,1,61%,76% (35/46),63% (19/30),80% (4/5),19% (8/42),52% (22/42),27% (3/11),6,71% (54/76),36% (30/84),53% (84/160),3,92% (12/13),23% (3/13),58% (15/26),"['1', '0', '5', '2']",[],"['2', '0']",[],[],1.63
17.07. 22:30,Habib H.,1,2,6,3,,,11,4,50%,81% (34/42),48% (20/42),73% (8/11),24% (11/46),37% (11/30),20% (1/5),5,64% (54/84),29% (22/76),48% (76/160),3,77% (10/13),8% (1/13),42% (11/26),[],"['2', '0']",[],[],[],2.21
16.07. 04:00,Uchiyama Y.,2,4,7,6,,,7,4,58%,75% (45/60),49% (21/43),56% (5/9),29% (16/55),59% (24/41),50% (5/10),9,64% (66/103),42% (40/96),53% (106/199),4,75% (12/16),31% (5/16),53% (17/32),"['3', '4']","['4', '3', '6', '5']","['1', '0', '2', '1']",[],[],2.38
16.07. 04:00,Draxl L.,1,6,5,4,,,8,7,57%,71% (39/55),41% (17/41),50% (5/10),25% (15/60),51% (22/43),44% (4/9),7,58% (56/96),36% (37/103),47% (93/199),3,69% (11/16),25% (4/16),47% (15/32),"['4', '2', '6', '4']","['4', '4']","['1', '1']",[],[],1.55
CHALLENGER MEN - SINGLES :  Winnipeg (Canada),hard,header
09.07. 01:15,Uchiyama Y.,0,4,3,,,,2,3,54%,74% (31/42),33% (12/36),75% (12/16),12% (3/25),43% (9/21),33% (1/3),8,55% (43/78),26% (12/46),44% (55/124),2,60% (6/10),11% (1/9),37% (7/19),"['1', '1']",[],[],[],[],2.26
09.07. 01:15,Grenier H.,2,6,6,,,,4,5,54%,88% (22/25),57% (12/21),67% (2/3),26% (11/42),67% (24/36),25% (4/16),7,74% (34/46),45% (35/78),56% (69/124),3,89% (8/9),40% (4/10),63% (12/19),"['1', '0', '4', '3']","['3', '2', '6', '3']",[],[],[],1.60
ATP - SINGLES :  Wimbledon (United Kingdom) - Qualification,grass,header
26.06. 15:40,Uchiyama Y.,0,6^4,4,,,,8,0,67%,72% (33/46),52% (12/23),60% (3/5),15% (5/34),44% (14/32),33% (1/3),16,9,53% (8/15),5,65% (45/69),29% (19/66),47% (64/135),2,82% (9/11),9% (1/11),45% (10/22),[],"['4', '5']",[],[],[],6.51
26.06. 15:40,Goffin D.,2,7^7,6,,,,5,5,52%,85% (29/34),56% (18/32),67% (2/3),28% (13/46),48% (11/23),40% (2/5),20,13,73% (8/11),6,71% (47/66),35% (24/69),53% (71/135),5,91% (10/11),18% (2/11),55% (12/22),[],"['2', '0', '6', '4']",[],[],[],1.11
24.06. 15:40,Uchiyama Y.,2,6^6,7^7,6,,,8,1,71%,80% (60/75),67% (20/30),100% (4/4),17% (9/54),38% (12/32),50% (2/4),34,25,50% (10/20),8,76% (80/105),24% (21/86),53% (101/191),7,100% (16/16),13% (2/15),58% (18/31),[],[],"['2', '0', '4', '0']",[],[],2.82
24.06. 15:40,van Rijthoven T.,1,7^8,6^3,1,,,14,2,63%,83% (45/54),63% (20/32),50% (2/4),20% (15/75),33% (10/30),0% (0/4),43,33,67% (16/24),8,76% (65/86),24% (25/105),47% (90/191),3,87% (13/15),0% (0/16),42% (13/31),[],[],[],[],[],1.43
ATP - SINGLES :  French Open (France) - Qualification,clay,header
22.05. 20:15,Uchiyama Y.,0,2,4,,,,1,0,59%,48% (13/27),37% (7/19),0% (0/5),29% (8/28),46% (12/26),29% (2/7),7,19,29% (4/14),6,43% (20/46),37% (20/54),40% (40/100),4,44% (4/9),22% (2/9),33% (6/18),[],"['2', '0', '4', '0']",[],[],[],5.52
22.05. 20:15,Burruchaga R. A.,2,6,6,,,,0,5,52%,71% (20/28),54% (14/26),71% (5/7),52% (14/27),63% (12/19),100% (5/5),22,21,78% (7/9),10,63% (34/54),57% (26/46),60% (60/100),6,78% (7/9),56% (5/9),67% (12/18),"['3', '2', '5', '2']","['1', '4', '3', '4', '5', '4']",[],[],[],1.15
21.05. 13:40,Uchiyama Y.,2,6,2,7,,,4,2,63%,69% (46/67),44% (17/39),70% (7/10),30% (16/53),43% (16/37),33% (3/9),32,46,84% (26/31),5,59% (63/106),36% (32/90),48% (95/196),3,80% (12/15),20% (3/15),50% (15/30),"['4', '3']",[],"['2', '1', '6', '5']",[],[],3.44
21.05. 13:40,Erhard M.,1,4,6,5,,,1,6,59%,70% (37/53),57% (21/37),67% (6/9),31% (21/67),56% (22/39),30% (3/10),21,32,58% (11/19),8,64% (58/90),41% (43/106),52% (101/196),3,80% (12/15),20% (3/15),50% (15/30),[],"['3', '1', '6', '2']","['2', '2']",[],[],1.31
CHALLENGER MEN - SINGLES :  Taipei (Taiwan),hard,header
14.05. 13:15,Uchiyama Y.,0,6^5,3,,,,5,0,58%,69% (31/45),48% (16/33),67% (6/9),30% (14/47),36% (8/22),25% (1/4),7,60% (47/78),32% (22/69),47% (69/147),2,73% (8/11),10% (1/10),43% (9/21),"['1', '0']",[],[],[],[],2.21
14.05. 13:15,Hsu Y. H.,2,7^7,6,,,,3,2,68%,70% (33/47),64% (14/22),75% (3/4),31% (14/45),52% (17/33),33% (3/9),5,68% (47/69),40% (31/78),53% (78/147),3,90% (9/10),27% (3/11),57% (12/21),"['4', '4']","['2', '1', '6', '3']",[],[],[],1.63
CHALLENGER MEN - SINGLES :  Guangzhou (China),hard,header
29.04. 13:10,Uchiyama Y.,0,4,4,,,,10,3,54%,80% (24/30),50% (13/26),0% (0/2),14% (5/35),41% (9/22),0% (0/4),5,66% (37/56),25% (14/57),45% (51/113),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],1.27
29.04. 13:10,Te R.,2,6,6,,,,10,1,61%,86% (30/35),59% (13/22),100% (4/4),20% (6/30),50% (13/26),100% (2/2),6,75% (43/57),34% (19/56),55% (62/113),3,100% (10/10),20% (2/10),60% (12/20),"['1', '0']","['1', '0']",[],[],[],3.58
CHALLENGER MEN - SINGLES :  Shenzhen 3 (China),hard,header
24.04. 07:40,Uchiyama Y.,0,0,1,,,,1,2,56%,40% (6/15),33% (4/12),0% (0/4),14% (2/14),31% (4/13),0% (0/2),4,37% (10/27),22% (6/27),30% (16/54),1,20% (1/5),0% (0/5),10% (1/10),[],[],[],[],[],1.45
24.04. 07:40,Schoolkate T.,1,6,3,,,,5,1,52%,86% (12/14),69% (9/13),100% (2/2),60% (9/15),67% (8/12),100% (4/4),5,78% (21/27),63% (17/27),70% (38/54),7,100% (5/5),80% (4/5),90% (9/10),"['2', '0', '4', '0', '6', '0']","['3', '1']",[],[],[],2.66
CHALLENGER MEN - SINGLES :  Busan (South Korea),hard,header
14.04. 09:20,Uchiyama Y.,2,7^7,6,,,,4,0,60%,65% (32/49),63% (20/32),75% (6/8),40% (18/45),42% (14/33),33% (3/9),8,64% (52/81),41% (32/78),53% (84/159),3,82% (9/11),30% (3/10),57% (12/21),"['4', '3']","['4', '2', '5', '3']",[],[],[],1.77
14.04. 09:20,Hong S. C.,0,6^4,3,,,,2,4,58%,60% (27/45),58% (19/33),67% (6/9),35% (17/49),38% (12/32),25% (2/8),8,59% (46/78),36% (29/81),47% (75/159),3,70% (7/10),18% (2/11),43% (9/21),"['5', '5']","['3', '4']",[],[],[],1.98
13.04. 09:00,Uchiyama Y.,2,6,4,7^7,,,2,4,58%,71% (49/69),48% (24/50),70% (7/10),29% (15/52),53% (28/53),44% (4/9),9,61% (73/119),41% (43/105),52% (116/224),5,80% (12/15),25% (4/16),52% (16/31),"['4', '3', '6', '3']",[],"['3', '1', '5', '3']",[],[],2.59
13.04. 09:00,Duckworth J.,1,3,6,6^4,,,4,7,50%,71% (37/52),47% (25/53),56% (5/9),29% (20/69),52% (26/50),30% (3/10),5,59% (62/105),39% (46/119),48% (108/224),3,75% (12/16),20% (3/15),48% (15/31),[],"['3', '2']","['3', '4', '4', '5']",[],[],1.46
12.04. 07:40,Uchiyama Y.,2,4,7,6,,,11,4,61%,80% (43/54),46% (16/35),70% (7/10),42% (22/52),40% (17/42),57% (4/7),10,66% (59/89),41% (39/94),54% (98/183),4,81% (13/16),27% (4/15),55% (17/31),[],"['4', '2', '7', '5']","['3', '3', '5', '3']",[],[],2.08
12.04. 07:40,Jubb P.,1,6,5,3,,,1,5,55%,58% (30/52),60% (25/42),43% (3/7),20% (11/54),54% (19/35),30% (3/10),4,59% (55/94),34% (30/89),46% (85/183),3,73% (11/15),19% (3/16),45% (14/31),"['1', '0']","['4', '5']","['3', '2']",[],[],1.69
11.04. 09:20,Uchiyama Y.,2,6,4,6,,,10,5,61%,72% (42/58),38% (14/37),67% (6/9),41% (23/56),63% (19/30),41% (7/17),7,59% (56/95),49% (42/86),54% (98/181),5,75% (9/12),54% (7/13),64% (16/25),"['2', '1', '5', '2']","['3', '4']","['1', '0', '2', '1', '4', '1', '6', '1']",[],[],1.70
11.04. 09:20,Sweeny D.,1,2,6,1,,,1,2,65%,59% (33/56),37% (11/30),59% (10/17),28% (16/58),62% (23/37),33% (3/9),7,51% (44/86),41% (39/95),46% (83/181),3,46% (6/13),25% (3/12),36% (9/25),[],"['3', '1', '6', '4']","['1', '1']",[],[],2.09
09.04. 06:40,Uchiyama Y.,2,6,6,,,,5,1,64%,76% (26/34),32% (6/19),50% (2/4),61% (14/23),86% (12/14),86% (6/7),8,60% (32/53),70% (26/37),64% (58/90),11,75% (6/8),86% (6/7),80% (12/15),"['1', '1', '3', '3', '5', '3']","['1', '0', '3', '0', '5', '0']",[],[],[],1.90
09.04. 06:40,Shimabukuro S.,0,3,0,,,,0,4,62%,39% (9/23),14% (2/14),14% (1/7),24% (8/34),68% (13/19),50% (2/4),3,30% (11/37),40% (21/53),36% (32/90),2,14% (1/7),25% (2/8),20% (3/15),"['1', '0', '2', '1']",[],[],[],[],1.84
CHALLENGER MEN - SINGLES :  Hamburg (Germany),hard,header
13.03. 21:15,Uchiyama Y.,0,4,2,,,,5,1,73%,69% (25/36),38% (5/13),25% (1/4),12% (4/34),53% (9/17),0% (0/0),4,61% (30/49),25% (13/51),43% (43/100),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.99
13.03. 21:15,Squire H.,2,6,6,,,,16,4,67%,88% (30/34),47% (8/17),0% (0/0),31% (11/36),62% (8/13),75% (3/4),6,75% (38/51),39% (19/49),57% (57/100),5,100% (9/9),33% (3/9),67% (12/18),"['6', '4']","['2', '0', '6', '2']",[],[],[],1.76
11.03. 20:05,Uchiyama Y.,2,6,7^7,,,,8,1,68%,86% (36/42),60% (12/20),0% (0/0),26% (14/54),48% (11/23),33% (1/3),6,77% (48/62),32% (25/77),53% (73/139),3,100% (11/11),9% (1/11),55% (12/22),"['3', '2']",[],[],[],[],2.26
11.03. 20:05,Choinski J.,0,4,6^5,,,,6,1,70%,74% (40/54),52% (12/23),67% (2/3),14% (6/42),40% (8/20),0% (0/0),4,68% (52/77),23% (14/62),47% (66/139),1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],1.60
CHALLENGER MEN - SINGLES :  Lugano (Switzerland) - Qualification,hard,header
04.03. 15:50,Uchiyama Y.,0,3,3,,,,3,1,63%,65% (26/40),42% (10/24),50% (3/6),21% (6/28),32% (7/22),0% (0/0),4,56% (36/64),26% (13/50),43% (49/114),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.46
04.03. 15:50,Gea A.,2,6,6,,,,2,1,56%,79% (22/28),68% (15/22),0% (0/0),35% (14/40),58% (14/24),50% (3/6),8,74% (37/50),44% (28/64),57% (65/114),3,100% (9/9),33% (3/9),67% (12/18),"['1', '0', '6', '3']","['5', '3']",[],[],[],2.62
03.03. 18:45,Uchiyama Y.,2,6,6,,,,4,1,45%,86% (25/29),43% (15/35),86% (6/7),44% (19/43),52% (12/23),40% (4/10),7,63% (40/64),47% (31/66),55% (71/130),4,89% (8/9),40% (4/10),63% (12/19),"['2', '1', '4', '3']","['4', '3', '6', '3']",[],[],[],1.53
03.03. 18:45,Paul J.,0,4,3,,,,0,5,65%,56% (24/43),48% (11/23),60% (6/10),14% (4/29),57% (20/35),14% (1/7),4,53% (35/66),38% (24/64),45% (59/130),2,60% (6/10),11% (1/9),37% (7/19),"['2', '2']",[],[],[],[],2.43
CHALLENGER MEN - SINGLES :  Burnie 2 (Australia),hard,header
10.02. 08:10,Uchiyama Y.,0,2,1,,,,2,1,64%,54% (15/28),50% (8/16),50% (3/6),28% (8/29),27% (3/11),0% (0/1),5,52% (23/44),28% (11/40),40% (34/84),1,50% (3/6),0% (0/6),25% (3/12),[],[],[],[],[],1.80
10.02. 08:10,Sweeny D.,1,6,3,,,,0,1,73%,72% (21/29),73% (8/11),100% (1/1),46% (13/28),50% (8/16),50% (3/6),7,73% (29/40),48% (21/44),60% (50/84),5,100% (6/6),50% (3/6),75% (9/12),"['2', '0', '6', '2']","['2', '0']",[],[],[],1.92
09.02. 09:25,Uchiyama Y.,2,6,6,,,,5,0,70%,70% (26/37),69% (11/16),0% (0/0),33% (12/36),71% (17/24),31% (4/13),7,70% (37/53),48% (29/60),58% (66/113),4,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '3', '0']","['2', '1', '5', '2']",[],[],[],1.34
09.02. 09:25,Langmo C.,0,2,2,,,,4,3,60%,67% (24/36),29% (7/24),69% (9/13),30% (11/37),31% (5/16),0% (0/0),4,52% (31/60),30% (16/53),42% (47/113),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],3.08
08.02. 06:20,Uchiyama Y.,2,3,6,6,,,6,1,66%,75% (41/55),57% (16/28),50% (1/2),36% (23/64),41% (11/27),33% (2/6),6,69% (57/83),37% (34/91),52% (91/174),3,93% (13/14),14% (2/14),54% (15/28),[],"['3', '1']","['5', '4']",[],[],1.18
08.02. 06:20,Hulme M.,1,6,3,4,,,5,1,70%,64% (41/64),59% (16/27),67% (4/6),25% (14/55),43% (12/28),50% (1/2),5,63% (57/91),31% (26/83),48% (83/174),3,86% (12/14),7% (1/14),46% (13/28),"['3', '1']",[],[],[],[],4.60
06.02. 08:15,Uchiyama Y.,2,6,6,,,,4,1,77%,76% (25/33),60% (6/10),100% (1/1),52% (16/31),65% (15/23),50% (5/10),6,72% (31/43),57% (31/54),64% (62/97),7,100% (7/7),71% (5/7),86% (12/14),"['2', '0', '4', '0', '6', '0']","['4', '2', '6', '2']",[],[],[],1.13
06.02. 08:15,Kumasaka T.,0,0,2,,,,1,1,57%,48% (15/31),35% (8/23),50% (5/10),24% (8/33),40% (4/10),0% (0/1),2,43% (23/54),28% (12/43),36% (35/97),1,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],5.69
CHALLENGER MEN - SINGLES :  Burnie (Australia),hard,header
03.02. 06:50,Uchiyama Y.,1,7^9,6^4,3,,,6,2,61%,76% (51/67),65% (28/43),71% (5/7),25% (21/85),44% (17/39),33% (1/3),6,72% (79/110),31% (38/124),50% (117/234),3,88% (14/16),6% (1/17),45% (15/33),"['3', '2']",[],[],[],[],2.05
03.02. 06:50,Bolt A.,2,6^7,7^7,6,,,10,4,69%,75% (64/85),56% (22/39),67% (2/3),24% (16/67),35% (15/43),29% (2/7),5,69% (86/124),28% (31/110),50% (117/234),3,94% (16/17),13% (2/16),55% (18/33),"['3', '3']",[],"['5', '3']",[],[],1.70
02.02. 06:10,Uchiyama Y.,2,3,6,6,,,7,1,70%,76% (44/58),52% (13/25),75% (3/4),26% (17/66),50% (12/24),25% (2/8),6,69% (57/83),32% (29/90),50% (86/173),3,93% (13/14),14% (2/14),54% (15/28),[],"['4', '2']","['1', '0']",[],[],1.71
02.02. 06:10,Polmans M.,1,6,3,4,,,5,3,73%,74% (49/66),50% (12/24),75% (6/8),24% (14/58),48% (12/25),25% (1/4),5,68% (61/90),31% (26/83),50% (87/173),3,86% (12/14),7% (1/14),46% (13/28),"['5', '3']",[],[],[],[],2.03
31.01. 04:40,Uchiyama Y.,2,6,6,,,,3,2,63%,66% (23/35),67% (14/21),75% (3/4),47% (25/53),46% (6/13),40% (4/10),9,66% (37/56),47% (31/66),56% (68/122),5,89% (8/9),44% (4/9),67% (12/18),"['3', '2', '5', '2']","['2', '1', '3', '2']",[],[],[],1.31
