Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,10/13,1/3,8/7,1/3,-,-
2023,7/9,1/2,5/5,1/2,-,-
2022,3/4,0/1,3/2,0/1,-,-
