Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF MEN - SINGLES :  M15 Rochester,clay,header
19.07. 00:00,Hashimoto H.,0,4,6^5,,,,[],"['3', '5', '5', '5']",[],[],[],2.59
19.07. 00:00,Descotte M. F.,2,6,7^7,,,,"['4', '3']","['2', '1', '4', '1']",[],[],[],1.46
17.07. 22:00,Hashimoto H.,2,6,6,,,,"['3', '2', '5', '2']","['1', '0', '5', '2']",[],[],[],1.59
17.07. 22:00,Fishback R.,0,2,2,,,,[],[],[],[],[],2.26
