Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,105/65,2/1,57/41,42/21,0/1,4/1
2024,1/5,-,1/4,-,-,0/1
2023,30/14,-,9/5,21/9,-,-
2022,41/25,-,21/14,16/10,0/1,4/0
2021,19/11,-,19/11,-,-,-
2019,12/9,2/1,5/6,5/2,-,-
2018,2/1,-,2/1,-,-,-
