Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,90/67,43/31,42/31,2/5,-,3/0
2024,26/21,15/10,11/10,0/1,-,-
2023,37/23,12/9,22/10,2/4,-,1/0
2022,17/14,6/3,9/11,-,-,2/0
2021,6/6,6/6,-,-,-,-
2020,4/3,4/3,-,-,-,-
