Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,65/51,58/43,1/1,-,-,6/7
2024,15/11,15/11,-,-,-,-
2023,23/10,23/10,-,-,-,-
2022,16/14,10/7,-,-,-,6/7
2021,11/16,10/15,1/1,-,-,-
