Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,223/158,85/73,110/53,28/30,-,0/2
2024,12/8,5/8,7/0,-,-,-
2023,5/2,-,5/2,-,-,-
2022,24/10,9/5,15/5,-,-,-
2021,1/2,1/2,-,-,-,-
2020,7/3,-,3/2,4/1,-,-
2019,17/16,6/9,9/6,2/1,-,-
2018,19/21,10/11,5/4,4/4,-,0/2
2017,50/26,25/10,24/11,1/5,-,-
2016,24/14,9/5,9/2,6/7,-,-
2015,9/7,6/5,3/2,-,-,-
2014,40/28,8/9,25/14,7/5,-,-
2013,11/10,6/5,5/4,0/1,-,-
2012,4/5,0/2,-,4/3,-,-
2011,0/6,0/2,0/1,0/3,-,-
