Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,17/27,6/8,11/19,-,-,-
2024,11/18,6/8,5/10,-,-,-
2023,5/5,-,5/5,-,-,-
2022,1/1,-,1/1,-,-,-
2021,0/3,-,0/3,-,-,-
