Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,242/101,50/33,166/55,11/9,3/4,12/0
2024,7/9,3/4,2/4,2/1,-,-
2023,24/11,4/4,12/5,2/1,0/1,6/0
2022,10/3,1/1,3/2,-,-,6/0
2021,20/13,14/9,4/1,2/3,-,-
2020,19/4,4/0,14/2,1/2,-,-
2019,46/8,13/3,33/5,-,-,-
2017,4/6,2/3,0/1,-,2/2,-
2016,8/6,0/1,8/5,-,-,-
2015,49/21,0/2,44/16,4/2,1/1,-
2014,48/16,4/3,44/13,-,-,-
2013,4/2,4/2,-,-,-,-
2012,3/2,1/1,2/1,-,-,-
