Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,61/62,53/47,8/15,-,-,-
2024,18/17,18/17,-,-,-,-
2023,16/18,13/12,3/6,-,-,-
2022,10/14,6/8,4/6,-,-,-
2014,3/4,2/3,1/1,-,-,-
2013,10/7,10/5,0/2,-,-,-
2012,4/2,4/2,-,-,-,-
