Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,35/32,12/14,6/4,17/14,-,-
2024,6/7,4/5,1/1,1/1,-,-
2023,18/20,8/9,5/3,5/8,-,-
2022,11/5,-,-,11/5,-,-
