Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

CHALLENGER MEN - SINGLES :  Istanbul (Turkey),hard,header
24.06.2024,Kukushkin M.,2,6,6,,,,3,1,75%,73% (30/41),50% (7/14),50% (1/2),39% (17/44),73% (11/15),57% (4/7),15,17,50% (5/10),6,67% (37/55),47% (28/59),57% (65/114),5,89% (8/9),44% (4/9),67% (12/18),"['2', '1', '6', '3']","['3', '3', '5', '3']",[],[],[],1.22
24.06.2024,Sachko V.,0,3,3,,,,2,0,75%,61% (27/44),27% (4/15),43% (3/7),27% (11/41),50% (7/14),50% (1/2),9,20,53% (8/15),4,53% (31/59),33% (18/55),43% (49/114),2,56% (5/9),11% (1/9),33% (6/18),[],"['1', '0']",[],[],[],4.38
CHALLENGER MEN - SINGLES :  Ilkley (United Kingdom),grass,header
19.06.2024,Kukushkin M.,0,6^2,1,,,,2,0,70%,62% (37/60),46% (12/26),70% (7/10),17% (6/36),45% (10/22),0% (0/0),5,56% (48/86),28% (16/58),44% (64/144),1,70% (7/10),0% (0/9),37% (7/19),[],[],[],[],[],1.46
19.06.2024,Broom C.,2,7^7,6,,,,11,1,62%,83% (30/36),55% (12/22),0% (0/0),40% (24/60),54% (14/26),30% (3/10),9,72% (42/58),44% (38/86),56% (80/144),6,100% (9/9),30% (3/10),63% (12/19),[],"['2', '1', '4', '1', '6', '1']",[],[],[],2.65
CHALLENGER MEN - SINGLES :  Nottingham (United Kingdom),grass,header
15.06.2024,Kukushkin M.,0,1,1,,,,4,2,55%,71% (12/17),21% (3/14),57% (4/7),11% (2/19),45% (5/11),0% (0/0),4,48% (15/31),20% (6/30),34% (21/61),1,40% (2/5),0% (0/5),20% (2/10),[],[],[],[],[],1.80
15.06.2024,Harris B.,1,6,2,,,,4,0,63%,95% (18/19),55% (6/11),0% (0/0),35% (6/17),79% (11/14),43% (3/7),9,80% (24/30),52% (16/31),66% (40/61),5,100% (5/5),60% (3/5),80% (8/10),"['2', '0', '4', '0']","['2', '1']",[],[],[],1.92
13.06.2024,Kukushkin M.,2,7^7,6,,,,3,1,74%,84% (41/49),59% (10/17),100% (4/4),23% (10/44),56% (18/32),20% (1/5),6,77% (51/66),37% (28/76),56% (79/142),3,100% (11/11),10% (1/10),57% (12/21),[],"['3', '1']",[],[],[],1.85
13.06.2024,Mayot H.,0,6^3,3,,,,15,4,58%,77% (34/44),44% (14/32),80% (4/5),16% (8/49),41% (7/17),0% (0/4),5,63% (48/76),23% (15/66),44% (63/142),1,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],1.89
12.06.2024,Kukushkin M.,2,6^3,7,7^7,,,10,4,71%,71% (68/96),46% (18/39),83% (10/12),30% (25/84),53% (26/49),33% (3/9),8,64% (86/135),38% (51/133),51% (137/268),3,89% (16/18),17% (3/18),53% (19/36),[],"['4', '2', '7', '5']","['3', '3']",[],[],1.40
12.06.2024,Kypson P.,1,7^7,5,6^3,,,21,1,63%,70% (59/84),47% (23/49),67% (6/9),29% (28/96),54% (21/39),17% (2/12),7,62% (82/133),36% (49/135),49% (131/268),2,83% (15/18),11% (2/18),47% (17/36),[],"['3', '4']","['1', '0']",[],[],2.84
CHALLENGER MEN - SINGLES :  Surbiton (United Kingdom),grass,header
07.06.2024,Kukushkin M.,1,7,6^5,6^4,,,4,2,64%,75% (57/76),48% (20/42),50% (3/6),25% (19/76),51% (27/53),36% (4/11),7,65% (77/118),36% (46/129),50% (123/247),3,83% (15/18),22% (4/18),53% (19/36),"['3', '2', '6', '5']","['4', '5']","['2', '0']",[],[],1.69
07.06.2024,Harris B.,2,5,7^7,7^7,,,12,2,59%,75% (57/76),49% (26/53),64% (7/11),25% (19/76),52% (22/42),50% (3/6),7,64% (83/129),35% (41/118),50% (124/247),3,78% (14/18),17% (3/18),47% (17/36),"['3', '3']","['2', '0']","['3', '4']",[],[],2.06
05.06.2024,Kukushkin M.,2,1,6,6,,,3,0,73%,60% (38/63),52% (12/23),57% (4/7),31% (17/54),69% (22/32),40% (4/10),9,58% (50/86),45% (39/86),52% (89/172),4,75% (9/12),33% (4/12),54% (13/24),[],"['2', '0']","['2', '1', '3', '2', '5', '2']",[],[],1.68
05.06.2024,Jubb P.,1,6,3,2,,,3,5,63%,69% (37/54),31% (10/32),60% (6/10),40% (25/63),48% (11/23),43% (3/7),4,55% (47/86),42% (36/86),48% (83/172),3,67% (8/12),25% (3/12),46% (11/24),"['2', '0', '5', '1']",[],"['2', '2']",[],[],2.13
03.06.2024,Kukushkin M.,2,6,6,,,,3,0,73%,78% (29/37),71% (10/14),100% (5/5),33% (9/27),69% (9/13),75% (3/4),12,76% (39/51),45% (18/40),63% (57/91),3,100% (9/9),38% (3/8),71% (12/17),"['3', '1']","['1', '0', '5', '2']",[],[],[],1.92
03.06.2024,Fery A.,0,3,2,,,,1,2,68%,67% (18/27),31% (4/13),25% (1/4),22% (8/37),29% (4/14),0% (0/5),5,55% (22/40),24% (12/51),37% (34/91),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.82
ATP - SINGLES :  French Open (France),clay,header
26.05.2024,Kukushkin M.,0,2,2,3,,,1,0,68%,50% (26/52),33% (8/24),53% (8/15),22% (11/49),45% (9/20),40% (2/5),16,19,83% (5/6),5,45% (34/76),29% (20/69),37% (54/145),1,42% (5/12),15% (2/13),28% (7/25),"['2', '3']","['2', '5']",[],[],[],4.01
26.05.2024,Marozsan F.,3,6,6,6,,,9,2,71%,78% (38/49),55% (11/20),60% (3/5),50% (26/52),67% (16/24),47% (7/15),32,18,70% (7/10),7,71% (49/69),55% (42/76),63% (91/145),4,85% (11/13),58% (7/12),72% (18/25),"['3', '1', '4', '2', '6', '2']","['3', '1', '5', '1', '6', '2']","['3', '1']",[],[],1.26
ATP - SINGLES :  French Open (France) - Qualification,clay,header
24.05.2024,Kukushkin M.,2,6,6^4,6,,,1,2,58%,64% (34/53),67% (26/39),25% (1/4),33% (19/57),53% (21/40),56% (5/9),23,38,60% (3/5),10,65% (60/92),41% (40/97),53% (100/189),3,81% (13/16),33% (5/15),58% (18/31),"['1', '0', '3', '0', '4', '1']","['2', '1']","['5', '3']",[],[],1.95
24.05.2024,Maestrelli F.,1,4,7^7,3,,,11,3,59%,67% (38/57),48% (19/40),44% (4/9),36% (19/53),33% (13/39),75% (3/4),25,51,72% (13/18),8,59% (57/97),35% (32/92),47% (89/189),3,67% (10/15),19% (3/16),42% (13/31),"['1', '3', '2', '4']","['3', '3']",[],[],[],1.82
22.05.2024,Kukushkin M.,2,6,6,,,,1,2,68%,79% (27/34),44% (7/16),50% (1/2),47% (16/34),50% (11/22),57% (4/7),21,15,50% (2/4),6,68% (34/50),48% (27/56),58% (61/106),4,89% (8/9),44% (4/9),67% (12/18),"['4', '3']","['1', '0', '3', '0', '5', '2']",[],[],[],1.25
22.05.2024,Tu L.,0,4,2,,,,1,3,61%,53% (18/34),50% (11/22),43% (3/7),21% (7/34),56% (9/16),50% (1/2),14,23,43% (3/7),8,52% (29/56),32% (16/50),42% (45/106),2,56% (5/9),11% (1/9),33% (6/18),[],"['1', '3']",[],[],[],3.84
21.05.2024,Kukushkin M.,2,6,6,,,,1,0,73%,72% (26/36),69% (9/13),0% (0/1),42% (18/43),55% (17/31),44% (4/9),17,12,100% (10/10),6,71% (35/49),47% (35/74),57% (70/123),4,89% (8/9),40% (4/10),63% (12/19),"['1', '0', '3', '0']","['4', '3', '6', '3']",[],[],[],2.15
21.05.2024,Riedi L.,0,4,3,,,,5,6,58%,58% (25/43),45% (14/31),56% (5/9),28% (10/36),31% (4/13),100% (1/1),17,28,67% (12/18),5,53% (39/74),29% (14/49),43% (53/123),3,60% (6/10),11% (1/9),37% (7/19),"['3', '5']",[],[],[],[],1.70
ATP - SINGLES :  Rome (Italy) - Qualification,clay,header
07.05.2024,Kukushkin M.,1,6,2,3,,,2,1,66%,61% (40/66),47% (16/34),71% (10/14),29% (15/52),46% (17/37),50% (2/4),24,16,50% (9/18),6,56% (56/100),36% (32/89),47% (88/189),3,64% (9/14),15% (2/13),41% (11/27),"['2', '1']","['1', '0']",[],[],[],2.42
07.05.2024,Schwartzman D.,2,4,6,6,,,3,2,58%,71% (37/52),54% (20/37),50% (2/4),39% (26/66),53% (18/34),29% (4/14),23,8,59% (13/22),7,64% (57/89),44% (44/100),53% (101/189),7,85% (11/13),36% (5/14),59% (16/27),[],"['2', '2', '4', '2', '6', '2']","['5', '3']",[],[],1.57
06.05.2024,Kukushkin M.,2,5,7^11,7^7,,,1,0,69%,67% (63/94),48% (20/42),44% (4/9),27% (19/70),53% (24/45),50% (4/8),18,33,50% (16/32),6,61% (83/136),37% (43/115),50% (126/251),4,72% (13/18),22% (4/18),47% (17/36),[],"['2', '0', '4', '0', '6', '6']","['3', '2']",[],[],3.40
06.05.2024,Garin C.,1,7,6^9,6^2,,,16,5,61%,73% (51/70),47% (21/45),50% (4/8),33% (31/94),52% (22/42),56% (5/9),41,31,65% (30/46),7,63% (72/115),39% (53/136),50% (125/251),4,78% (14/18),28% (5/18),53% (19/36),"['6', '5']","['1', '4', '4', '5', '6', '5']","['3', '3']",[],[],1.32
CHALLENGER MEN - SINGLES :  Aix en Provence (France),clay,header
01.05.2024,Kukushkin M.,1,4,6,6^6,,,1,0,66%,63% (45/72),51% (19/37),64% (7/11),41% (29/71),54% (22/41),36% (5/14),7,59% (64/109),46% (51/112),52% (115/221),5,73% (11/15),36% (5/14),55% (16/29),"['3', '5']","['2', '0', '4', '0']","['3', '2', '5', '4']",[],[],2.21
01.05.2024,Comesana F.,2,6,1,7^8,,,4,3,63%,59% (42/71),46% (19/41),64% (9/14),38% (27/72),49% (18/37),36% (4/11),8,54% (61/112),41% (45/109),48% (106/221),5,64% (9/14),27% (4/15),45% (13/29),"['2', '1', '4', '1']",[],"['4', '4', '5', '5']",[],[],1.63
CHALLENGER MEN - SINGLES :  Aix en Provence (France) - Qualification,clay,header
30.04.2024,Kukushkin M.,0,3,,,,,0,0,63%,60% (3/5),67% (2/3),0% (0/0),67% (4/6),80% (4/5),67% (2/3),4,63% (5/8),73% (8/11),68% (13/19),3,100% (1/1),100% (2/2),100% (3/3),"['1', '0', '3', '0']",[],[],[],[],2.56
30.04.2024,Llamas Ruiz P.,0,0,,,,,1,0,55%,50% (3/6),20% (1/5),33% (1/3),40% (2/5),33% (1/3),0% (0/0),2,27% (3/11),38% (3/8),32% (6/19),0,0% (0/2),0% (0/1),0% (0/3),[],[],[],[],[],1.48
29.04.2024,Kukushkin M.,2,7,6,,,,1,1,79%,71% (37/52),71% (10/14),100% (4/4),26% (10/38),68% (21/31),33% (3/9),8,71% (47/66),45% (31/69),58% (78/135),3,100% (10/10),30% (3/10),65% (13/20),"['7', '5']","['3', '1', '6', '2']",[],[],[],1.70
29.04.2024,Bourgue M.,0,5,2,,,,4,3,55%,74% (28/38),32% (10/31),67% (6/9),29% (15/52),29% (4/14),0% (0/4),4,55% (38/69),29% (19/66),42% (57/135),1,70% (7/10),0% (0/10),35% (7/20),[],[],[],[],[],2.09
ATP - SINGLES :  Madrid (Spain) - Qualification,clay,header
22.04.2024,Kukushkin M.,1,2,6,2,,,0,1,66%,53% (24/45),61% (14/23),14% (1/7),29% (18/63),70% (16/23),60% (3/5),13,23,57% (12/21),8,56% (38/68),40% (34/86),47% (72/154),3,54% (7/13),23% (3/13),38% (10/26),[],"['2', '1', '4', '3']","['1', '2']",[],[],3.26
22.04.2024,Coria F.,2,6,4,6,,,1,4,73%,71% (45/63),30% (7/23),40% (2/5),47% (21/45),39% (9/23),86% (6/7),16,29,50% (6/12),6,60% (52/86),44% (30/68),53% (82/154),4,77% (10/13),46% (6/13),62% (16/26),"['2', '0', '6', '2']","['3', '3']","['2', '0', '4', '2', '6', '2']",[],[],1.34
CHALLENGER MEN - SINGLES :  Madrid (Spain),clay,header
13.04.2024,Kukushkin M.,0,2,1,,,,1,2,77%,52% (25/48),21% (3/14),58% (7/12),32% (6/19),38% (5/13),100% (1/1),5,45% (28/62),34% (11/32),41% (39/94),1,29% (2/7),17% (1/6),23% (3/13),"['1', '1']",[],[],[],[],2.24
13.04.2024,Napolitano S.,1,6,4,,,,6,0,59%,68% (13/19),62% (8/13),0% (0/1),48% (23/48),79% (11/14),42% (5/12),6,66% (21/32),55% (34/62),59% (55/94),4,83% (5/6),71% (5/7),77% (10/13),"['1', '0', '2', '1', '4', '1']","['2', '1', '4', '1']",[],[],[],1.60
12.04.2024,Kukushkin M.,2,7^7,4,7^7,,,7,2,60%,62% (53/86),53% (30/57),71% (12/17),34% (25/74),53% (16/30),80% (4/5),6,58% (83/143),39% (41/104),50% (124/247),3,71% (12/17),24% (4/17),47% (16/34),"['4', '5']",[],"['2', '0', '3', '1', '5', '3']",[],[],2.30
12.04.2024,Ramos A.,1,6^3,6,6^5,,,4,1,71%,66% (49/74),47% (14/30),20% (1/5),38% (33/86),47% (27/57),29% (5/17),8,61% (63/104),42% (60/143),50% (123/247),3,76% (13/17),29% (5/17),53% (18/34),"['2', '0']","['1', '0']","['1', '2', '2', '3', '4', '5']",[],[],1.57
11.04.2024,Kukushkin M.,2,6^1,6,6,,,6,2,69%,74% (46/62),46% (13/28),100% (3/3),42% (22/52),45% (24/53),28% (5/18),6,66% (59/90),44% (46/105),54% (105/195),6,100% (13/13),38% (5/13),69% (18/26),[],"['2', '0', '4', '0']","['2', '1', '4', '1', '6', '1']",[],[],2.56
11.04.2024,Molleker R.,1,7^7,1,1,,,9,2,50%,58% (30/52),55% (29/53),72% (13/18),26% (16/62),54% (15/28),0% (0/3),6,56% (59/105),34% (31/90),46% (90/195),1,62% (8/13),0% (0/13),31% (8/26),[],[],[],[],[],1.48
08.04.2024,Kukushkin M.,2,6,6,,,,2,0,77%,66% (31/47),71% (10/14),80% (8/10),36% (14/39),61% (20/33),33% (4/12),6,67% (41/61),47% (34/72),56% (75/133),3,80% (8/10),40% (4/10),60% (12/20),"['1', '0', '2', '1', '5', '2']","['3', '2']",[],[],[],3.43
08.04.2024,Moreno De Alboran N.,0,4,4,,,,4,3,54%,64% (25/39),39% (13/33),67% (8/12),34% (16/47),29% (4/14),20% (2/10),4,53% (38/72),33% (20/61),44% (58/133),2,60% (6/10),20% (2/10),40% (8/20),"['1', '1', '3', '5']",[],[],[],[],1.29
ATP - SINGLES :  Estoril (Portugal) - Qualification,clay,header
30.03.2024,Kukushkin M.,1,3,6,4,,,0,1,63%,70% (37/53),42% (13/31),50% (3/6),24% (14/58),61% (23/38),25% (3/12),6,60% (50/84),39% (37/96),48% (87/180),4,77% (10/13),21% (3/14),48% (13/27),[],"['4', '2', '6', '2']","['1', '1']",[],[],1.62
30.03.2024,Jorda Sanchis D.,2,6,2,6,,,11,1,60%,76% (44/58),39% (15/38),75% (9/12),30% (16/53),58% (18/31),50% (3/6),6,61% (59/96),40% (34/84),52% (93/180),3,79% (11/14),23% (3/13),52% (14/27),"['5', '3']",[],"['1', '0', '2', '1']",[],[],2.31
ATP - SINGLES :  Miami (USA) - Qualification,hard,header
19.03.2024,Kukushkin M.,0,4,4,,,,1,0,76%,64% (32/50),56% (9/16),75% (6/8),11% (4/36),50% (11/22),0% (0/0),10,13,67% (6/9),4,62% (41/66),26% (15/58),45% (56/124),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],2.04
19.03.2024,Atmane T.,2,6,6,,,,8,2,62%,89% (32/36),50% (11/22),0% (0/0),36% (18/50),44% (7/16),25% (2/8),15,12,75% (9/12),5,74% (43/58),38% (25/66),55% (68/124),3,100% (10/10),20% (2/10),60% (12/20),"['6', '4']","['6', '4']",[],[],[],1.78
CHALLENGER MEN - SINGLES :  Phoenix (USA) - Qualification,hard,header
11.03.2024,Kukushkin M.,0,2,0,,,,1,0,65%,30% (6/20),36% (4/11),20% (1/5),28% (5/18),17% (1/6),100% (1/1),5,32% (10/31),25% (6/24),29% (16/55),2,20% (1/5),20% (1/5),20% (2/10),"['1', '1']",[],[],[],[],1.55
11.03.2024,Walton A.,1,6,2,,,,3,1,75%,72% (13/18),83% (5/6),0% (0/1),70% (14/20),64% (7/11),80% (4/5),10,75% (18/24),68% (21/31),71% (39/55),7,80% (4/5),80% (4/5),80% (8/10),"['1', '0', '3', '2', '5', '2']","['1', '0']",[],[],[],2.38
CHALLENGER MEN - SINGLES :  Lugano (Switzerland),hard,header
08.03.2024,Kukushkin M.,0,3,4,,,,0,0,62%,56% (18/32),55% (11/20),50% (3/6),16% (5/31),50% (12/24),33% (1/3),6,56% (29/52),31% (17/55),43% (46/107),3,67% (6/9),10% (1/10),37% (7/19),[],"['3', '5']",[],[],[],3.05
08.03.2024,Bergs Z.,2,6,6,,,,9,3,56%,84% (26/31),50% (12/24),67% (2/3),44% (14/32),45% (9/20),50% (3/6),10,69% (38/55),44% (23/52),57% (61/107),3,90% (9/10),33% (3/9),63% (12/19),"['4', '2']","['1', '0', '4', '1']",[],[],[],1.34
