Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

CHALLENGER MEN - SINGLES :  Istanbul (Turkey),hard,header
02.09.2024,Kukushkin M.,1,6,3,5,,,6,1,55%,64% (36/56),54% (25/46),71% (10/14),25% (14/57),49% (18/37),43% (3/7),6,60% (61/102),33% (31/93),47% (92/195),3,73% (11/15),19% (3/16),45% (14/31),"['2', '1']","['2', '3']","['5', '5']",[],[],1.33
02.09.2024,Geerts M.,2,4,6,7,,,6,0,61%,77% (44/57),51% (19/37),57% (4/7),38% (21/56),46% (21/46),29% (4/14),8,67% (62/93),40% (41/102),53% (103/195),3,81% (13/16),27% (4/15),55% (17/31),[],"['3', '1', '4', '2']","['3', '2', '6', '5']",[],[],3.19
ATP - SINGLES :  US Open (USA) - Qualification,hard,header
19.08.2024,Kukushkin M.,1,6,4,6^6,,,2,3,61%,63% (39/62),45% (18/40),50% (5/10),37% (19/51),54% (32/59),55% (6/11),29,49,58% (19/33),8,56% (57/102),46% (51/110),51% (108/212),5,67% (10/15),43% (6/14),55% (16/29),"['2', '0', '4', '0']","['1', '0', '2', '1', '3', '2']","['2', '3']",[],[],1.53
19.08.2024,Trungelliti M.,2,1,6,7^10,,,1,6,46%,63% (32/51),46% (27/59),45% (5/11),37% (23/62),55% (22/40),50% (5/10),21,44,50% (7/14),7,54% (59/110),44% (45/102),49% (104/212),5,57% (8/14),33% (5/15),45% (13/29),[],"['1', '1', '2', '2', '3', '3', '6', '4']","['2', '0']",[],[],2.46
CHALLENGER MEN - SINGLES :  Cary (USA),hard,header
16.08.2024,Kukushkin M.,0,1,3,,,,0,1,58%,62% (16/26),11% (2/19),33% (3/9),32% (9/28),35% (6/17),100% (2/2),4,40% (18/45),33% (15/45),37% (33/90),1,25% (2/8),25% (2/8),25% (4/16),"['1', '0']","['3', '5']",[],[],[],2.76
16.08.2024,Bellucci M.,2,6,6,,,,6,2,62%,68% (19/28),65% (11/17),0% (0/2),38% (10/26),89% (17/19),67% (6/9),15,67% (30/45),60% (27/45),63% (57/90),8,75% (6/8),75% (6/8),75% (12/16),"['1', '1', '3', '1', '5', '1']","['1', '0', '5', '2', '6', '3']",[],[],[],1.42
15.08.2024,Kukushkin M.,2,7^7,3,6,,,4,3,66%,75% (49/65),53% (18/34),83% (5/6),31% (19/62),46% (19/41),20% (2/10),6,68% (67/99),37% (38/103),52% (105/202),5,93% (13/14),14% (2/14),54% (15/28),[],[],"['2', '0', '4', '0']",[],[],3.31
15.08.2024,Karatsev A.,1,6^2,6,1,,,8,6,60%,69% (43/62),54% (22/41),80% (8/10),25% (16/65),47% (16/34),17% (1/6),9,63% (65/103),32% (32/99),48% (97/202),3,86% (12/14),7% (1/14),46% (13/28),[],"['5', '3']",[],[],[],1.34
12.08.2024,Kukushkin M.,2,5,6,6,,,3,1,70%,71% (45/63),56% (15/27),25% (1/4),32% (18/57),47% (17/36),67% (4/6),8,67% (60/90),38% (35/93),52% (95/183),3,81% (13/16),25% (4/16),53% (17/32),"['4', '5']","['1', '2', '5', '4']","['5', '4']",[],[],1.14
12.08.2024,Williams C.,1,7,4,4,,,8,1,61%,68% (39/57),53% (19/36),33% (2/6),29% (18/63),44% (12/27),75% (3/4),5,62% (58/93),33% (30/90),48% (88/183),4,75% (12/16),19% (3/16),47% (15/32),"['3', '1', '7', '5']","['2', '0']",[],[],[],5.38
CHALLENGER MEN - SINGLES :  Porto (Portugal),hard,header
03.08.2024,Kukushkin M.,1,7^8,5,6^5,,,4,5,71%,65% (53/81),52% (17/33),55% (6/11),29% (23/78),48% (27/56),29% (4/14),8,61% (70/114),37% (50/134),48% (120/248),3,72% (13/18),22% (4/18),47% (17/36),"['1', '0', '4', '5']","['5', '5']","['3', '1']",[],[],1.56
03.08.2024,Holmgren A.,2,6^6,7,7^7,,,8,10,58%,71% (55/78),52% (29/56),71% (10/14),35% (28/81),48% (16/33),45% (5/11),8,63% (84/134),39% (44/114),52% (128/248),5,78% (14/18),28% (5/18),53% (19/36),"['2', '2', '4', '2']","['1', '0', '6', '5']","['4', '5']",[],[],2.35
02.08.2024,Kukushkin M.,2,6,6,,,,1,0,63%,69% (20/29),71% (12/17),0% (0/1),45% (14/31),74% (14/19),100% (5/5),8,70% (32/46),56% (28/50),63% (60/96),6,88% (7/8),56% (5/9),71% (12/17),"['2', '1', '4', '1']","['2', '1', '4', '1', '6', '1']",[],[],[],1.35
02.08.2024,Martinez A.,0,4,1,,,,0,3,62%,55% (17/31),26% (5/19),0% (0/5),31% (9/29),29% (5/17),100% (1/1),5,44% (22/50),30% (14/46),38% (36/96),2,44% (4/9),13% (1/8),29% (5/17),"['2', '4']",[],[],[],[],3.07
01.08.2024,Kukushkin M.,2,7^7,6,,,,4,0,62%,73% (29/40),72% (18/25),67% (2/3),21% (7/34),54% (14/26),67% (2/3),8,72% (47/65),35% (21/60),54% (68/125),3,91% (10/11),20% (2/10),57% (12/21),"['4', '3']","['3', '1']",[],[],[],1.68
01.08.2024,De Loore J.,0,6^4,3,,,,5,3,57%,79% (27/34),46% (12/26),33% (1/3),28% (11/40),28% (7/25),33% (1/3),5,65% (39/60),28% (18/65),46% (57/125),2,80% (8/10),9% (1/11),43% (9/21),"['4', '4']",[],[],[],[],2.13
30.07.2024,Kukushkin M.,2,3,6,6,,,1,2,70%,73% (37/51),50% (11/22),50% (2/4),36% (14/39),57% (20/35),63% (5/8),5,66% (48/73),46% (34/74),56% (82/147),7,83% (10/12),42% (5/12),63% (15/24),[],"['1', '1', '3', '1', '6', '2']","['2', '0', '4', '0']",[],[],1.36
30.07.2024,Cui J.,1,6,2,1,,,2,7,53%,64% (25/39),43% (15/35),38% (3/8),27% (14/51),50% (11/22),50% (2/4),5,54% (40/74),34% (25/73),44% (65/147),3,58% (7/12),17% (2/12),38% (9/24),"['4', '2']","['1', '0']",[],[],[],3.03
ATP - SINGLES :  Kitzbuhel (Austria) - Qualification,clay,header
20.07.2024,Kukushkin M.,1,6,2,1,,,2,2,57%,55% (24/44),52% (17/33),17% (1/6),35% (24/68),38% (6/16),22% (2/9),15,24,25% (3/12),6,53% (41/77),36% (30/84),44% (71/161),4,58% (7/12),17% (2/12),38% (9/24),"['1', '1', '3', '1']",[],[],[],[],2.15
20.07.2024,Collarini A.,2,3,6,6,,,3,3,81%,65% (44/68),63% (10/16),78% (7/9),45% (20/44),48% (16/33),83% (5/6),23,21,83% (5/6),8,64% (54/84),47% (36/77),56% (90/161),5,83% (10/12),42% (5/12),63% (15/24),"['1', '0']","['4', '2', '6', '2']","['3', '1', '5', '1']",[],[],1.70
ATP - SINGLES :  Hamburg (Germany) - Qualification,clay,header
13.07.2024,Kukushkin M.,0,5,3,,,,3,1,75%,55% (32/58),53% (10/19),56% (5/9),22% (10/45),63% (17/27),29% (2/7),23,21,63% (12/19),5,55% (42/77),38% (27/72),46% (69/149),3,60% (6/10),18% (2/11),38% (8/21),"['3', '2']","['2', '3']",[],[],[],1.39
13.07.2024,Dougaz A.,2,7,6,,,,6,6,63%,78% (35/45),37% (10/27),71% (5/7),45% (26/58),47% (9/19),44% (4/9),22,15,63% (10/16),6,63% (45/72),45% (35/77),54% (80/149),3,82% (9/11),40% (4/10),62% (13/21),"['4', '4', '7', '5']","['3', '1', '5', '3']",[],[],[],2.89
CHALLENGER MEN - SINGLES :  Braunschweig (Germany),clay,header
10.07.2024,Kukushkin M.,1,6,2,3,,,2,2,61%,74% (42/57),38% (14/37),63% (5/8),23% (10/44),44% (19/43),14% (1/7),6,60% (56/94),33% (29/87),47% (85/181),2,77% (10/13),7% (1/14),41% (11/27),"['1', '0']",[],[],[],[],2.73
10.07.2024,Garin C.,2,4,6,6,,,13,4,51%,77% (34/44),56% (24/43),86% (6/7),26% (15/57),62% (23/37),38% (3/8),6,67% (58/87),40% (38/94),53% (96/181),5,93% (13/14),23% (3/13),59% (16/27),[],"['4', '2', '6', '2']","['4', '2']",[],[],1.43
09.07.2024,Kukushkin M.,2,3,7,6,,,1,3,63%,63% (39/62),59% (22/37),50% (3/6),33% (17/51),49% (21/43),40% (4/10),6,62% (61/99),40% (38/94),51% (99/193),6,80% (12/15),27% (4/15),53% (16/30),"['2', '5']","['7', '5']","['2', '0', '4', '0']",[],[],2.09
09.07.2024,Rodionov J.,1,6,5,3,,,5,5,54%,67% (34/51),51% (22/43),60% (6/10),37% (23/62),41% (15/37),50% (3/6),5,60% (56/94),38% (38/99),49% (94/193),4,73% (11/15),20% (3/15),47% (14/30),"['3', '1', '5', '1']",[],"['1', '4']",[],[],1.70
ATP - SINGLES :  Wimbledon (United Kingdom) - Qualification,grass,header
27.06.2024,Kukushkin M.,1,2,6,5,1,,5,2,71%,62% (49/79),48% (16/33),57% (8/14),25% (13/52),48% (29/61),23% (3/13),36,49,56% (27/48),6,58% (65/112),37% (42/113),48% (107/225),5,65% (11/17),18% (3/17),41% (14/34),[],"['2', '0', '4', '0']","['5', '4']",[],[],1.62
27.06.2024,Gaston H.,3,6,1,7,6,,7,4,46%,75% (39/52),52% (32/61),77% (10/13),38% (30/79),52% (17/33),43% (6/14),40,37,57% (16/28),8,63% (71/113),42% (47/112),52% (118/225),6,82% (14/17),35% (6/17),59% (20/34),"['3', '2', '5', '2']",[],"['5', '5', '7', '5']","['2', '0', '5', '1']",[],2.31
26.06.2024,Kukushkin M.,2,6,7,,,,3,0,60%,74% (25/34),83% (19/23),0% (0/0),25% (10/40),42% (10/24),33% (2/6),15,16,88% (7/8),6,77% (44/57),31% (20/64),53% (64/121),3,100% (11/11),18% (2/11),59% (13/22),"['5', '4']","['6', '5']",[],[],[],2.25
26.06.2024,Bonzi B.,0,4,5,,,,10,1,63%,75% (30/40),58% (14/24),67% (4/6),26% (9/34),17% (4/23),0% (0/0),15,23,30% (3/10),5,69% (44/64),23% (13/57),47% (57/121),1,82% (9/11),0% (0/11),41% (9/22),[],[],[],[],[],1.65
