Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,38/28,4/3,32/24,2/1,-,-
2024,24/19,4/3,18/15,2/1,-,-
2023,11/5,-,11/5,-,-,-
2022,3/3,-,3/3,-,-,-
2021,0/1,-,0/1,-,-,-
