Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,68/66,7/20,43/29,15/14,-,3/3
2024,26/16,2/4,12/7,12/5,-,-
2023,23/17,2/2,18/11,0/1,-,3/3
2021,3/1,-,3/1,-,-,-
2018,7/7,0/2,7/5,-,-,-
2017,5/12,1/5,3/3,1/4,-,-
2016,4/10,2/4,0/2,2/4,-,-
2015,0/3,0/3,-,-,-,-
