Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF WOMEN - SINGLES :  W15 Xiamen (China),hard,header
15.08. 07:10,Liu Z.,0,4,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1', '2', '2']","['1', '1', '3', '5']",[],[],[],2.56
15.08. 07:10,Yuan C.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '2', '1', '3', '2']","['1', '0', '3', '2', '5', '2', '6', '3']",[],[],[],1.47
14.08. 06:45,Liu Z.,2,7,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '4', '5', '4', '6', '5']","['2', '1', '4', '1', '6', '1']",[],[],[],2.07
14.08. 06:45,Sun Y.,0,5,1,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '5', '5']",[],[],[],[],1.70
ITF WOMEN - SINGLES :  W35 Tianjin (China),hard,header
ITF WOMEN - SINGLES :  W35 Luzhou (China),hard,header
ITF WOMEN - SINGLES :  W50 Anning (China),clay,header
15.05. 08:35,Liu Z.,0,3,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1', '2', '2']","['1', '0']",[],[],[],0
15.05. 08:35,Park S.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '2', '1', '4', '3', '6', '3']","['1', '1', '5', '3']",[],[],[],0
