Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,394/265,120/89,244/144,22/20,0/2,8/10
2024,35/24,25/12,8/10,1/1,0/1,1/0
2023,48/39,9/10,28/15,11/10,0/1,0/3
2022,69/36,8/6,53/23,8/6,-,0/1
2021,49/29,8/11,38/17,0/1,-,3/0
2020,48/35,1/4,45/29,2/1,-,0/1
2019,48/23,24/11,23/12,-,-,1/0
2018,39/21,10/5,29/15,-,-,0/1
2017,22/23,20/17,2/3,-,-,0/3
2016,16/13,9/5,6/6,0/1,-,1/1
2015,17/16,3/3,12/13,-,-,2/0
2014,3/5,3/4,0/1,-,-,-
2013,0/1,0/1,-,-,-,-
