Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,132/126,4/2,127/120,-,1/4,-
2024,29/22,-,28/20,-,1/2,-
2023,30/20,-,30/20,-,-,-
2022,39/30,4/2,35/28,-,-,-
2021,23/31,-,23/31,-,-,-
2020,10/21,-,10/20,-,0/1,-
2019,1/1,-,1/1,-,-,-
2018,0/1,-,-,-,0/1,-
