Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,403/267,312/206,50/43,7/13,-,34/5
2024,35/41,31/34,4/7,-,-,-
2023,55/52,38/33,15/12,2/7,-,-
2022,97/46,86/38,9/4,2/4,-,-
2021,121/44,76/35,10/3,1/1,-,34/5
2020,35/22,35/22,-,-,-,-
2019,32/36,25/24,7/12,-,-,-
2018,20/18,13/12,5/5,2/1,-,-
2017,8/8,8/8,-,-,-,-
