Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,35/29,1/1,34/28,-,-,-
2024,16/10,-,16/10,-,-,-
2023,15/13,-,15/13,-,-,-
2017,4/5,1/1,3/4,-,-,-
2015,0/1,-,0/1,-,-,-
