Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,491/260,132/71,195/98,123/71,29/15,12/5
2024,39/18,11/6,24/9,2/1,2/2,-
2023,59/27,19/5,23/12,7/8,10/2,-
2022,53/22,14/6,21/8,18/7,0/1,-
2021,55/23,9/5,27/10,8/5,7/2,4/1
2020,49/12,17/3,18/5,14/4,-,-
2019,54/27,8/5,28/14,12/5,2/3,4/0
2018,23/25,2/3,12/13,9/8,-,0/1
2017,48/33,11/10,19/11,12/9,6/2,0/1
2016,38/33,12/14,5/7,19/10,1/2,1/0
2015,28/24,12/10,6/5,7/6,1/1,2/2
2014,28/11,5/2,7/3,15/6,-,1/0
2013,17/5,12/2,5/1,0/2,-,-
