Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,79/99,46/54,20/33,13/12,-,-
2024,3/2,3/2,-,-,-,-
2023,14/12,5/2,4/5,5/5,-,-
2022,3/2,-,0/1,3/1,-,-
2021,3/5,-,3/5,-,-,-
2020,25/41,25/35,0/6,-,-,-
2019,14/12,3/3,11/9,-,-,-
2018,13/14,7/5,2/5,4/4,-,-
2017,1/4,1/2,0/2,-,-,-
2016,3/7,2/5,-,1/2,-,-
