Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,229/147,18/25,138/83,61/29,9/8,3/2
2024,2/5,-,2/4,-,-,0/1
2023,47/24,7/5,29/12,5/3,6/4,-
2022,40/22,6/4,19/11,14/6,-,1/1
2021,18/17,2/3,8/9,6/4,1/1,1/0
2020,11/7,0/2,2/2,9/3,-,-
2019,21/21,1/3,12/14,6/2,2/2,-
2018,36/19,-,25/13,10/5,0/1,1/0
2017,31/21,2/8,22/10,7/3,-,-
2016,15/4,-,13/2,2/2,-,-
2015,5/4,-,3/3,2/1,-,-
2014,3/2,-,3/2,-,-,-
2013,0/1,-,0/1,-,-,-
