Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,218/111,124/59,41/17,50/33,3/2,-
2024,33/20,20/9,4/4,6/5,3/2,-
2023,44/24,27/16,4/1,13/7,-,-
2022,57/24,41/15,14/6,2/3,-,-
2021,25/16,17/9,2/1,6/6,-,-
2020,30/11,6/3,11/2,13/6,-,-
2019,15/7,-,6/2,9/5,-,-
2018,13/8,13/7,0/1,-,-,-
2017,1/1,-,-,1/1,-,-
