Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,177/119,18/17,131/87,25/13,1/2,2/0
2024,27/22,2/7,19/9,6/6,-,-
2023,37/23,3/3,21/15,10/3,1/2,2/0
2022,30/23,8/4,20/17,2/2,-,-
2021,29/14,5/3,22/10,2/1,-,-
2020,9/6,-,9/6,-,-,-
2019,27/23,-,27/22,0/1,-,-
2018,17/7,-,12/7,5/0,-,-
2016,1/1,-,1/1,-,-,-
