Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,36/31,8/5,28/26,-,-,-
2024,16/11,8/5,8/6,-,-,-
2023,16/12,-,16/12,-,-,-
2022,0/2,-,0/2,-,-,-
2021,4/6,-,4/6,-,-,-
