Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,303/228,70/64,198/134,26/22,9/8,-
2024,3/7,-,3/6,0/1,-,-
2023,39/33,21/14,11/13,7/6,-,-
2022,37/28,9/8,28/19,0/1,-,-
2021,30/15,12/7,12/5,6/3,-,-
2020,8/10,-,8/9,0/1,-,-
2019,25/28,2/4,20/20,2/3,1/1,-
2018,22/22,3/7,12/11,4/2,3/2,-
2017,40/30,0/3,29/20,6/2,5/5,-
2016,55/28,16/15,38/10,1/3,-,-
2015,31/13,-,31/13,-,-,-
2014,8/8,7/5,1/3,-,-,-
2013,2/4,0/1,2/3,-,-,-
2012,3/2,-,3/2,-,-,-
