Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,156/123,61/43,33/25,57/49,2/3,3/3
2024,5/5,-,-,5/5,-,-
2023,30/23,6/6,6/5,17/10,1/2,-
2022,27/22,16/10,2/2,9/10,-,-
2021,32/24,17/10,9/6,5/7,1/1,-
2020,17/15,4/3,6/3,4/6,-,3/3
2019,26/20,11/7,2/4,13/9,-,-
2018,15/10,3/4,8/5,4/1,-,-
2017,4/4,4/3,-,0/1,-,-
